Kanton;Jahr;Gemeinde;Kanton;Gemeinde;ref. Kirchgemeinde;kath. Kirchgemeinde
SZ;2016;Arth;170;220;32;35
SZ;2017;Arth;170;220;29;35
SZ;2011;Arth-Goldau;120;210;30;33
SZ;2012;Arth-Goldau;120;210;32;32
SZ;2013;Arth-Goldau;120;230;32;32
SZ;2014;Arth-Goldau;120;230;32;30
GR;2011;Arvigo;100;90;17;5
GR;2012;Arvigo;100;90;17;5
GR;2013;Arvigo;100;90;17;5
GR;2014;Arvigo;100;90;20.5;5
VD;2011;Arzier;151.5;62;0;0
VD;2012;Arzier;154.5;64;0;0
VD;2013;Arzier;154.5;64;0;0
VD;2014;Arzier;154.5;64;0;0
VD;2015;Arzier-Le Muids;154.5;64;0;0
VD;2016;Arzier-Le Muids;154.5;64;0;0
VD;2017;Arzier-Le Muids;154.5;64;0;0
TI;2011;ASCONA;100;70;0;0
TI;2012;ASCONA;100;70;0;0
TI;2013;ASCONA;100;70;0;0
TI;2014;ASCONA;100;70;0;0
TI;2015;Ascona;100;70;0;0
TI;2016;Ascona;100;70;0;0
TI;2017;Ascona;100;75;0;0
VD;2011;Assens;151.5;70;0;0
VD;2012;Assens;154.5;70;0;0
VD;2013;Assens;154.5;70;0;0
VD;2014;Assens;154.5;70;0;0
VD;2015;Assens;154.5;70;0;0
VD;2016;Assens;154.5;70;0;0
VD;2017;Assens;154.5;70;0;0
TI;2011;ASTANO;100;100;0;0
TI;2012;ASTANO;100;100;0;0
TI;2013;ASTANO;100;100;0;0
TI;2014;ASTANO;100;100;0;0
TI;2015;Astano;100;100;0;0
TI;2016;Astano;100;100;0;0
TI;2017;Astano;100;100;0;0
FR;2011;Attalens;100;78.5;10;8
FR;2012;Attalens;100;78.5;10;8
FR;2013;Attalens;100;78.5;10;8
FR;2014;Attalens;100;78.5;10;8
FR;2015;Attalens;100;78.5;10;8
FR;2016;Attalens;100;78.5;10;8
FR;2017;Attalens;100;78.5;10;8
AG;2011;Attelwil;109;98;23;19
AG;2012;Attelwil;109;98;23;19
AG;2013;Attelwil;109;98;23;19
AG;2014;Attelwil;109;98;23;18
AG;2015;Attelwil;109;98;23;18
AG;2016;Attelwil;109;98;23;18
AG;2017;Attelwil;109;98;23;18
UR;2011;Attinghausen;100;97;120;133
UR;2012;Attinghausen;100;97;120;133
UR;2013;Attinghausen;100;97;120;133
UR;2014;Attinghausen;100;97;120;133
UR;2015;Attinghausen;100;97;120;133
UR;2016;Attinghausen;100;92;120;133
UR;2017;Attinghausen;100;92;120;133
BE;2011;Attiswil;3.06;1.55;0.207;0.23
BE;2012;Attiswil;3.06;1.55;0.207;0.23
BE;2013;Attiswil;3.06;1.55;0.207;0.23
BE;2014;Attiswil;3.06;1.64;0.207;0.23
BE;2015;Attiswil;3.06;1.64;0.207;0.23
BE;2016;Attiswil;3.06;1.64;0.207;0.22
BE;2017;Attiswil;3.06;1.64;0.207;0.22
SG;2011;Au;95;95;27;21
SG;2012;Au;105;95;27;21
SG;2013;Au;115;95;25;21
SG;2014;Au;115;95;25;21
SG;2015;Au (SG);115;95;25;21
SG;2016;Au (SG);115;95;25;21
SG;2017;Au (SG);115;95;25;21
VD;2011;Aubonne;151.5;66;0;0
VD;2012;Aubonne;154.5;68;0;0
VD;2013;Aubonne;154.5;68;0;0
VD;2014;Aubonne;154.5;68;0;0
VD;2015;Aubonne;154.5;68;0;0
VD;2016;Aubonne;154.5;68;0;0
VD;2017;Aubonne;154.5;68;0;0
FR;2011;Auboranges;100;67;10;11
FR;2012;Auboranges;100;57;10;11
FR;2013;Auboranges;100;50;10;11
FR;2014;Auboranges;100;50;10;11
FR;2015;Auboranges;100;50;10;11
FR;2016;Auboranges;100;50;10;11
FR;2017;Auboranges;100;50;10;11
AG;2011;Auenstein;109;92;19;19
AG;2012;Auenstein;109;92;18;19
AG;2013;Auenstein;109;92;18;19
AG;2014;Auenstein;109;92;18;19
AG;2015;Auenstein;109;92;18;19
AG;2016;Auenstein;109;96;18;19
AG;2017;Auenstein;109;96;18;19
BL;2011;Augst;100;53;0.58;7
BL;2012;Augst;100;53;0.58;7
BL;2013;Augst;100;53;0.58;7
BL;2014;Augst;100;53;0.58;7
BL;2015;Augst;100;53;0.66;7
BL;2016;Augst;100;53;0.66;7
BL;2017;Augst;100;53;0.66;7
VS;2015;Ausserberg;1;1.4;0;0
VS;2016;Ausserberg;1;1.4;0;0
VS;2017;Ausserberg;1;1.4;0;0
BE;2011;Auswil;3.06;1.65;0.184;0.23
BE;2012;Auswil;3.06;1.65;0.184;0.23
BE;2013;Auswil;3.06;1.65;0.184;0.23
BE;2014;Auswil;3.06;1.65;0.184;0.23
BE;2015;Auswil;3.06;1.75;0.184;0.23
BE;2016;Auswil;3.06;1.75;0.184;0.22
BE;2017;Auswil;3.06;1.75;0.184;0.22
FR;2011;Autafond;100;95;9;8
FR;2012;Autafond;100;95;9;8
FR;2013;Autafond;100;95;9;8
FR;2014;Autafond;100;95;9;8
FR;2015;Autafond;100;95;9;8
FR;2011;Autigny;100;90;9;10
FR;2012;Autigny;100;90;9;10
FR;2013;Autigny;100;90;9;10
FR;2014;Autigny;100;90;9;10
FR;2015;Autigny;100;90;9;9
FR;2016;Autigny;100;90;9;9
FR;2017;Autigny;100;90;9;8
NE;2011;Auvernier;130;57;0;0
NE;2012;Auvernier;130;57;0;0
NE;2013;Auvernier;130;58;0;0
NE;2014;Auvernier;123;65;0;0
AG;2011;Auw;109;111;17;19
AG;2012;Auw;109;111;17;19
AG;2013;Auw;109;111;17;19
AG;2014;Auw;109;111;17;19
AG;2015;Auw;109;111;17;19
AG;2016;Auw;109;111;17;19
AG;2017;Auw;109;111;17;19
TI;2012;AVEGNO GORDEVIO;100;95;0;0
TI;2013;AVEGNO GORDEVIO;100;95;0;0
TI;2014;AVEGNO GORDEVIO;100;95;0;0
TI;2015;Avegno Gordevio;100;95;0;0
TI;2016;Avegno Gordevio;100;95;0;0
TI;2017;Avegno Gordevio;100;95;0;0
VD;2011;Avenches;151.5;66;0;0
VD;2012;Avenches;154.5;68;0;0
VD;2013;Avenches;154.5;68;0;0
VD;2014;Avenches;154.5;68;0;0
VD;2015;Avenches;154.5;68;0;0
VD;2016;Avenches;154.5;68;0;0
VD;2017;Avenches;154.5;68;0;0
GR;2011;Avers;100;110;17;18
GR;2012;Avers;100;110;17;18
GR;2013;Avers;100;110;17;18
GR;2014;Avers;100;110;20.5;18
GR;2015;Avers;100;110;20.5;18
GR;2016;Avers;100;110;20.5;18
GR;2017;Avers;100;110;20.5;16
FR;2011;Avry;100;64.1;9;4.5
FR;2012;Avry;100;64.1;9;4.5
FR;2013;Avry;100;72.1;9;7
FR;2014;Avry;100;72.1;9;4.5
FR;2015;Avry;100;72.1;9;4.5
FR;2016;Avry;100;72.1;9;4.5
FR;2017;Avry;100;72.1;9;4.5
GE;2011;Avully;147.5;51;0;0
GE;2012;Avully;147.5;51;0;0
GE;2013;Avully;147.5;51;0;0
GE;2014;Avully;148.5;51;0;0
GE;2015;Avully;148.5;51;0;0
GE;2016;Avully;148.5;51;0;0
GE;2017;Avully;148.5;51;0;0
GE;2011;Avusy;147.5;50;0;0
GE;2012;Avusy;147.5;50;0;0
GE;2013;Avusy;147.5;50;0;0
GE;2014;Avusy;148.5;50;0;0
GE;2015;Avusy;148.5;50;0;0
GE;2016;Avusy;148.5;50;0;0
GE;2017;Avusy;148.5;50;0;0
VS;2015;Ayent;1;1.2;0;0
VS;2016;Ayent;1;1.2;0;0
VS;2017;Ayent;1;1.2;0;0
SG;2013;Azmoos-TrÃ¼bbach;115;148;30;24
SG;2014;Azmoos-TrÃ¼bbach;115;160;30;23
ZG;2011;Baar;82;58;9.5;8.1
ZG;2012;Baar;82;56;9.5;8.1
ZG;2013;Baar;82;56;9.5;8.1
ZG;2014;Baar;82;56;9.5;8.1
ZG;2015;Baar;82;56;9.5;8.1
ZG;2016;Baar;82;56;9.5;8.1
ZG;2017;Baar;82;56;9.5;8.1
ZH;2011;BachenbÃ¼lach;100;100;10;12
ZH;2012;BachenbÃ¼lach;100;94;10;11
ZH;2013;BachenbÃ¼lach;100;94;10;11
ZH;2014;BachenbÃ¼lach;100;100;10;11
ZH;2015;BachenbÃ¼lach;100;106;10;11
ZH;2016;BachenbÃ¼lach;100;106;10;11
ZH;2017;BachenbÃ¼lach;100;106;10;11
ZH;2011;Bachs;100;122;14;13
ZH;2012;Bachs;100;122;14;13
ZH;2013;Bachs;100;122;14;12
ZH;2014;Bachs;100;124;14;12
ZH;2015;Bachs;100;124;14;12
ZH;2016;Bachs;100;129;14;12
ZH;2017;Bachs;100;130;14;12
SG;2011;Bad Ragaz;95;105;22;20
SG;2012;Bad Ragaz;105;100;22;20
SG;2013;Bad Ragaz;115;100;22;19
SG;2014;Bad Ragaz;115;100;22;19
SG;2015;Bad Ragaz;115;100;22;17
SG;2016;Bad Ragaz;115;100;22;17
SG;2017;Bad Ragaz;115;100;22;17
AG;2011;Bad Zurzach;109;105;23;25
AG;2012;Bad Zurzach;109;115;23;25
AG;2013;Bad Zurzach;109;115;23;25
AG;2014;Bad Zurzach;109;115;23;25
AG;2015;Bad Zurzach;109;115;23;25
AG;2016;Bad Zurzach;109;115;23;25
AG;2017;Bad Zurzach;109;115;23;25
AG;2011;Baden;109;95;18;18
AG;2012;Baden;109;95;18;18
AG;2013;Baden;109;95;18;18
AG;2014;Baden;109;95;18;18
AG;2015;Baden;109;95;18;18
AG;2016;Baden;109;95;18;18
AG;2017;Baden;109;95;18;18
VS;2015;Bagnes;1;1;0;0
VS;2016;Bagnes;1;1;0;0
VS;2017;Bagnes;1;1;0;0
AG;2011;Baldingen;109;105;19;28
AG;2012;Baldingen;109;105;19;28
AG;2013;Baldingen;109;105;19;28
AG;2014;Baldingen;109;105;19;28
AG;2015;Baldingen;109;105;19;28
AG;2016;Baldingen;109;105;19;28
AG;2017;Baldingen;109;105;19;28
TI;2011;BALERNA;100;85;0;0
TI;2012;BALERNA;100;90;0;0
TI;2013;BALERNA;100;90;0;0
TI;2014;BALERNA;100;88;0;0
TI;2015;Balerna;100;88;0;0
TI;2016;Balerna;100;88;0;0
TI;2017;Balerna;100;83;0;0
SG;2011;Balgach;95;90;24;21
SG;2012;Balgach;105;85;25;21
SG;2013;Balgach;115;85;25;21
SG;2014;Balgach;115;85;25;21
SG;2015;Balgach;115;85;25;21
SG;2016;Balgach;115;80;25;21
SG;2017;Balgach;115;80;25;21
VD;2011;Ballaigues;151.5;64;0;0
VD;2012;Ballaigues;154.5;66;0;0
VD;2013;Ballaigues;154.5;66;0;0
VD;2014;Ballaigues;154.5;66;0;0
VD;2015;Ballaigues;154.5;66;0;0
VD;2016;Ballaigues;154.5;66;0;0
VD;2017;Ballaigues;154.5;66;0;0
VD;2011;Ballens;151.5;67;0;0
VD;2012;Ballens;154.5;69;0;0
VD;2013;Ballens;154.5;69;0;0
VD;2014;Ballens;154.5;69;0;0
VD;2015;Ballens;154.5;69;0;0
VD;2016;Ballens;154.5;69;0;0
VD;2017;Ballens;154.5;69;0;0
LU;2011;Ballwil;1.5;1.6;0.22;0.25
LU;2012;Ballwil;1.5;1.6;0.22;0.25
LU;2013;Ballwil;1.5;1.6;0.22;0.25
LU;2014;Ballwil;1.6;1.6;0.22;0.25
LU;2015;Ballwil;1.6;1.6;0.22;0.25
LU;2016;Ballwil;1.6;1.6;0.22;0.25
LU;2017;Ballwil;1.6;1.6;0.22;0.25
SO;2011;Balm bei GÃ¼nsberg;104;110;16;18
SO;2012;Balm bei GÃ¼nsberg;100;110;16;18
SO;2013;Balm bei GÃ¼nsberg;100;110;16;18
SO;2014;Balm bei GÃ¼nsberg;102;110;16;18
SO;2015;Balm bei GÃ¼nsberg;104;110;16;18
SO;2016;Balm bei GÃ¼nsberg;104;105;16;18
SO;2017;Balm bei GÃ¼nsberg;104;105;16;18
SO;2011;Balsthal;104;117;18;20
SO;2012;Balsthal;100;117;18;20
SO;2013;Balsthal;100;117;18;20
SO;2014;Balsthal;102;117;18;20
SO;2015;Balsthal;104;125;18;20
SO;2016;Balsthal;104;125;18;20
SO;2017;Balsthal;104;125;18;18
VS;2015;Baltschieder;1;1.2;0;0
VS;2016;Baltschieder;1;1.2;0;0
VS;2017;Baltschieder;1;1.2;0;0
BE;2011;Bangerten;3.06;1.5;0.1955;0.207
BE;2012;Bangerten;3.06;1.6;0.1955;0.207
BE;2013;Bangerten;3.06;1.8;0.1955;0.207
BE;2014;Bangerten;3.06;1.8;0.1955;0.207
BE;2015;Bangerten;3.06;1.8;0.1955;0.207
BE;2011;Bannwil;3.06;1.6;0.184;0.23
BE;2012;Bannwil;3.06;1.6;0.184;0.23
BE;2013;Bannwil;3.06;1.6;0.184;0.23
BE;2014;Bannwil;3.06;1.5;0.184;0.23
BE;2015;Bannwil;3.06;1.5;0.184;0.23
BE;2016;Bannwil;3.06;1.7;0.184;0.22
BE;2017;Bannwil;3.06;1.7;0.184;0.22
FR;2011;BarberÃªche;100;90;11.5;11
FR;2012;BarberÃªche;100;90;11.5;11
FR;2013;BarberÃªche;100;90;11.5;11
FR;2014;BarberÃªche;100;90;11.5;11
FR;2015;BarberÃªche;100;90;11.5;11
FR;2016;BarberÃªche;100;90;11.5;11
GE;2011;Bardonnex;147.5;41;0;0
GE;2012;Bardonnex;147.5;41;0;0
GE;2013;Bardonnex;147.5;41;0;0
GE;2014;Bardonnex;148.5;41;0;0
GE;2015;Bardonnex;148.5;41;0;0
GE;2016;Bardonnex;148.5;43;0;0
GE;2017;Bardonnex;148.5;43;0;0
ZH;2011;BÃ¤retswil;100;115;14;14
ZH;2012;BÃ¤retswil;100;105;14;14
ZH;2013;BÃ¤retswil;100;105;14;14
ZH;2014;BÃ¤retswil;100;102;14;14
ZH;2015;BÃ¤retswil;100;102;14;14
ZH;2016;BÃ¤retswil;100;102;14;14
ZH;2017;BÃ¤retswil;100;102;14;14
BE;2011;Bargen;3.06;1.69;0.23;0.2185
SH;2011;Bargen;112;109;11;13.5
BE;2012;Bargen;3.06;1.69;0.23;0.2185
SH;2012;Bargen;98;109;11;14.5
BE;2013;Bargen;3.06;1.69;0.23;0.2185
SH;2013;Bargen;112;109;11;14.5
BE;2014;Bargen;3.06;1.69;0.23;0.2185
SH;2014;Bargen;112;112;11;14.5
BE;2015;Bargen (BE);3.06;1.69;0.23;0.2185
BE;2016;Bargen (BE);3.06;1.69;0.23;0.2185
BE;2017;Bargen (BE);3.06;1.69;0.23;0.2185
SH;2015;Bargen (SH);114;107;11;14.5
SH;2016;Bargen (SH);115;107;11;14.5
SH;2017;Bargen (SH);115;107;10;14.5
BE;2011;BÃ¤riswil;3.06;1.54;0.21;0.207
BE;2012;BÃ¤riswil;3.06;1.54;0.21;0.207
BE;2013;BÃ¤riswil;3.06;1.54;0.21;0.207
BE;2014;BÃ¤riswil;3.06;1.54;0.21;0.207
BE;2015;BÃ¤riswil;3.06;1.54;0.21;0.207
BE;2016;BÃ¤riswil;3.06;1.54;0.21;0.207
BE;2017;BÃ¤riswil;3.06;1.54;0.21;0.207
SO;2011;BÃ¤rschwil;104;132;15;16
SO;2012;BÃ¤rschwil;100;132;15;16
SO;2013;BÃ¤rschwil;100;132;15;16
SO;2014;BÃ¤rschwil;102;132;15;16
SO;2015;BÃ¤rschwil;104;132;15;16
SO;2016;BÃ¤rschwil;104;132;15;16
SO;2017;BÃ¤rschwil;104;125;15;16
FR;2011;Bas-Intyamon;100;83.2;9;10
FR;2012;Bas-Intyamon;100;83.2;9;10
FR;2013;Bas-Intyamon;100;83.2;9;9.5
FR;2014;Bas-Intyamon;100;83.2;9;9.5
FR;2015;Bas-Intyamon;100;83.2;9;9.5
FR;2016;Bas-Intyamon;100;83.2;9;9.5
FR;2017;Bas-Intyamon;100;83.2;9;9.5
FR;2011;Bas-Vully;100;62.3;10;8
FR;2012;Bas-Vully;100;62.3;10;8
FR;2013;Bas-Vully;100;62.3;10;8
FR;2014;Bas-Vully;100;62.3;10;8
FR;2015;Bas-Vully;100;62.3;10;8
TG;2011;Basadingen-Schlattingen;117;154;28;18
TG;2012;Basadingen-Schlattingen;117;152;28;18
TG;2013;Basadingen-Schlattingen;117;152;28;18
TG;2014;Basadingen-Schlattingen;117;150;28;18
TG;2015;Basadingen-Schlattingen;117;147;28;18
TG;2016;Basadingen-Schlattingen;117;152;28;18
TG;2017;Basadingen-Schlattingen;117;152;28;18
BS;2011;Basel;100;0;8;8
BS;2012;Basel;100;0;8;8
BS;2013;Basel;100;0;8;8
BS;2014;Basel;100;0;8;8
BS;2015;Basel;100;0;8;8
BS;2016;Basel;100;0;8;8
BS;2017;Basel;100;0;8;8
JU;2011;Basse-Alaine;2.85;2.25;8.1;10.5
JU;2012;Basse-Alaine;2.85;2.25;8.1;10.5
JU;2013;Basse-Alaine;2.85;2.35;8.1;10.5
JU;2014;Basse-Alaine;2.85;2.35;8.1;10.5
JU;2015;Basse-Allaine;2.85;2.35;8.1;10.5
JU;2016;Basse-Allaine;2.85;2.35;8.1;10.5
JU;2017;Basse-Allaine;2.85;2.35;8.1;10.5
JU;2011;Basse-Allaine (Buix);2.85;2.25;8.1;11.3
JU;2012;Basse-Allaine (Buix);2.85;2.25;8.1;11.3
JU;2013;Basse-Allaine (Buix);2.85;2.35;8.1;11.3
JU;2014;Basse-Allaine (Buix);2.85;2.35;8.1;11.3
JU;2011;Basse-Allaine (Monti.);2.85;2.25;8.1;11.3
JU;2012;Basse-Allaine (Monti.);2.85;2.25;8.1;11.3
JU;2013;Basse-Allaine (Monti.);2.85;2.35;8.1;11.3
JU;2014;Basse-Allaine (Monti.);2.85;2.35;8.1;11.3
JU;2011;Bassecourt;2.85;2.05;8.1;7.2
JU;2012;Bassecourt;2.85;2.05;8.1;7.2
ZH;2011;Bassersdorf;100;104;10;11
ZH;2012;Bassersdorf;100;104;10;11
ZH;2013;Bassersdorf;100;104;10;11
ZH;2014;Bassersdorf;100;104;10;11
ZH;2015;Bassersdorf;100;109;10;11
ZH;2016;Bassersdorf;100;109;10;11
ZH;2017;Bassersdorf;100;109;12;10
VD;2011;Bassins;151.5;66.3;0;0
VD;2012;Bassins;154.5;70;0;0
VD;2013;Bassins;154.5;70;0;0
VD;2014;Bassins;154.5;70;0;0
VD;2015;Bassins;154.5;71;0;0
VD;2016;Bassins;154.5;71;0;0
VD;2017;Bassins;154.5;74;0;0
BE;2011;BÃ¤tterkinden;3.06;1.64;0.21;0.155
BE;2012;BÃ¤tterkinden;3.06;1.68;0.21;0.155
BE;2013;BÃ¤tterkinden;3.06;1.68;0.21;0.165
BE;2014;BÃ¤tterkinden;3.06;1.68;0.21;0.19
BE;2015;BÃ¤tterkinden;3.06;1.68;0.21;0.19
BE;2016;BÃ¤tterkinden;3.06;1.6;0.21;0.19
BE;2017;BÃ¤tterkinden;3.06;1.6;0.21;0.19
SO;2011;BÃ¤ttwil;104;130;15;15
SO;2012;BÃ¤ttwil;100;130;15;0
SO;2013;BÃ¤ttwil;100;130;15;15
SO;2014;BÃ¤ttwil;102;130;15;15
SO;2015;BÃ¤ttwil;104;130;15;15
SO;2016;BÃ¤ttwil;104;130;15;15
SO;2017;BÃ¤ttwil;104;126;15;15
UR;2011;Bauen;100;115;120;96
UR;2012;Bauen;100;100;120;100
UR;2013;Bauen;100;100;120;100
UR;2014;Bauen;100;100;120;100
UR;2015;Bauen;100;100;120;100
UR;2016;Bauen;100;100;120;100
UR;2017;Bauen;100;100;120;100
VD;2011;Baulmes;151.5;72;0;0
VD;2012;Baulmes;154.5;78;0;0
VD;2013;Baulmes;154.5;78;0;0
VD;2014;Baulmes;154.5;78;0;0
VD;2015;Baulmes;154.5;78;0;0
VD;2016;Baulmes;154.5;78;0;0
VD;2017;Baulmes;154.5;78;0;0
ZH;2011;Bauma;100;122;14;14
ZH;2012;Bauma;100;117;14;14
ZH;2013;Bauma;100;117;14;14
ZH;2014;Bauma;100;117;14;14
ZH;2015;Bauma;100;116;14;14
ZH;2016;Bauma;100;116;14;14
ZH;2017;Bauma;100;116;14;14
VD;2011;Bavois;151.5;71;0;0
VD;2012;Bavois;154.5;73;0;0
VD;2013;Bavois;154.5;73;0;0
VD;2014;Bavois;154.5;73;0;0
VD;2015;Bavois;154.5;73;0;0
VD;2016;Bavois;154.5;73;0;0
VD;2017;Bavois;154.5;73;0;0
SG;2013;Bazenheid;115;145;23;27
SG;2014;Bazenheid;115;145;26;27
BE;2011;Beatenberg;3.06;2.18;0.2415;0.23
BE;2012;Beatenberg;3.06;2.18;0.2415;0.23
BE;2013;Beatenberg;3.06;1.98;0.2415;0.23
BE;2014;Beatenberg;3.06;1.98;0.2415;0.23
BE;2015;Beatenberg;3.06;1.98;0.2415;0.207
BE;2016;Beatenberg;3.06;1.98;0.2415;0.207
BE;2017;Beatenberg;3.06;1.98;0.2415;0.207
NW;2011;Beckenried;2.63;2.42;0.26;0.39
NW;2012;Beckenried;2.63;5.05;0.26;0.39
NW;2013;Beckenried;2.66;2.09;0.26;0.38
NW;2014;Beckenried;2.66;2.09;0.26;0.36
NW;2015;Beckenried;2.66;2.09;0.26;0.36
NW;2016;Beckenried;2.66;2.09;0.26;0.35
NW;2017;Beckenried;2.66;2.09;0.26;0.35
TI;2011;BEDANO;100;82.5;0;0
TI;2012;BEDANO;100;82.5;0;0
TI;2013;BEDANO;100;87;0;0
TI;2014;BEDANO;100;87;0;0
TI;2015;Bedano;100;85;0;0
TI;2016;Bedano;100;85;0;0
TI;2017;Bedano;100;85;0;0
TI;2012;BEDIGLIORA;100;100;0;0
TI;2013;BEDIGLIORA;100;100;0;0
TI;2014;BEDIGLIORA;100;100;0;0
TI;2015;Bedigliora;100;100;0;0
TI;2016;Bedigliora;100;100;0;0
TI;2017;Bedigliora;100;100;0;0
TI;2011;BEDRETTO;100;70;0;0
TI;2012;BEDRETTO;100;60;0;0
TI;2013;BEDRETTO;100;60;0;0
TI;2014;BEDRETTO;100;60;0;0
TI;2015;Bedretto;100;60;0;0
TI;2016;Bedretto;100;60;0;0
TI;2017;Bedretto;100;60;0;0
SH;2011;Beggingen;112;119;12;16
SH;2012;Beggingen;98;119;12;16
SH;2013;Beggingen;112;119;12;16
SH;2014;Beggingen;112;119;12;16
SH;2015;Beggingen;114;119;12;16
SH;2016;Beggingen;115;119;12;16
SH;2017;Beggingen;115;119;12;16
VD;2011;Begnins;151.5;67;0;0
VD;2012;Begnins;154.5;67;0;0
VD;2013;Begnins;154.5;67;0;0
VD;2014;Begnins;154.5;67;0;0
VD;2015;Begnins;154.5;67;0;0
VD;2016;Begnins;154.5;67;0;0
VD;2017;Begnins;154.5;67;0;0
SO;2011;Beinwil;104;134;15;18
SO;2012;Beinwil;100;134;15;18
SO;2013;Beinwil;100;134;15;18
SO;2014;Beinwil;102;134;15;16
AG;2011;Beinwil (Freiamt);109;109;17;26
AG;2012;Beinwil (Freiamt);109;109;17;26
AG;2013;Beinwil (Freiamt);109;109;17;26
AG;2014;Beinwil (Freiamt);109;109;17;26
AG;2015;Beinwil (Freiamt);109;109;17;26
AG;2016;Beinwil (Freiamt);109;109;17;26
AG;2017;Beinwil (Freiamt);109;109;17;26
SO;2015;Beinwil (SO);104;134;15;16
SO;2016;Beinwil (SO);104;134;15;16
SO;2017;Beinwil (SO);104;134;15;16
AG;2011;Beinwil am See;109;99;18;17
AG;2012;Beinwil am See;109;99;18;17
AG;2013;Beinwil am See;109;105;18;17
AG;2014;Beinwil am See;109;105;18;17
AG;2015;Beinwil am See;109;105;18;17
AG;2016;Beinwil am See;109;105;18;17
AG;2017;Beinwil am See;109;105;18;17
FR;2011;Belfaux;100;81;9;8
FR;2012;Belfaux;100;81;9;8
FR;2013;Belfaux;100;81;9;8
FR;2014;Belfaux;100;81;9;8
FR;2015;Belfaux;100;81;9;8
FR;2016;Belfaux;100;81;9;8
FR;2017;Belfaux;100;81;9;8
SO;2011;Bellach;104;110;16;16
SO;2012;Bellach;100;115;16;16
SO;2013;Bellach;100;120;16;16
SO;2014;Bellach;102;120;16;16
SO;2015;Bellach;104;120;16;16
SO;2016;Bellach;104;125;16;16
SO;2017;Bellach;104;125;16;16
VD;2011;Bellerive;151.5;59;0;0
GE;2011;Bellevue;147.5;42;0;0
GE;2012;Bellevue;147.5;42;0;0
GE;2013;Bellevue;147.5;42;0;0
GE;2014;Bellevue;148.5;42;0;0
GE;2015;Bellevue;148.5;41;0;0
GE;2016;Bellevue;148.5;41;0;0
GE;2017;Bellevue;148.5;41;0;0
AG;2011;Bellikon;109;89;18;20
AG;2012;Bellikon;109;89;18;20
AG;2013;Bellikon;109;89;18;20
AG;2014;Bellikon;109;89;18;20
AG;2015;Bellikon;109;89;18;20
AG;2016;Bellikon;109;89;20;20
AG;2017;Bellikon;109;89;20;20
TI;2011;BELLINZONA;100;95;0;0
TI;2012;BELLINZONA;100;95;0;0
TI;2013;BELLINZONA;100;95;0;0
TI;2014;BELLINZONA;100;95;0;0
TI;2015;Bellinzona;100;95;0;0
TI;2016;Bellinzona;100;95;0;0
TI;2017;Bellinzona;100;95;0;0
BE;2011;Bellmund;3.06;1.31;0.21;0.23
BE;2012;Bellmund;3.06;1.31;0.21;0.23
BE;2013;Bellmund;3.06;1.31;0.21;0.23
BE;2014;Bellmund;3.06;1.39;0.21;0.23
BE;2015;Bellmund;3.06;1.39;0.21;0.23
BE;2016;Bellmund;3.06;1.39;0.21;0.23
BE;2017;Bellmund;3.06;1.39;0.21;0.23
VS;2015;Bellwald;1;1.3;0;0
VS;2016;Bellwald;1;1.3;0;0
VS;2017;Bellwald;1;1.3;0;0
FR;2016;Belmont-Broye;100;72;9;7.5
FR;2017;Belmont-Broye;100;72;9;7.5
VD;2011;Belmont-sur-Lausanne;151.5;69;0;0
VD;2012;Belmont-sur-Lausanne;154.5;71;0;0
VD;2013;Belmont-sur-Lausanne;154.5;71;0;0
VD;2014;Belmont-sur-Lausanne;154.5;69.5;0;0
VD;2015;Belmont-sur-Lausanne;154.5;69.5;0;0
VD;2016;Belmont-sur-Lausanne;154.5;69.5;0;0
VD;2017;Belmont-sur-Lausanne;154.5;69.5;0;0
VD;2011;Belmont-sur-Yverdon;151.5;74;0;0
VD;2012;Belmont-sur-Yverdon;154.5;76;0;0
VD;2013;Belmont-sur-Yverdon;154.5;76;0;0
VD;2014;Belmont-sur-Yverdon;154.5;76;0;0
VD;2015;Belmont-sur-Yverdon;154.5;76;0;0
VD;2016;Belmont-sur-Yverdon;154.5;76;0;0
VD;2017;Belmont-sur-Yverdon;154.5;76;0;0
BE;2011;Belp;3.06;1.34;0.184;0.207
BE;2012;Belp;3.06;1.34;0.184;0.207
BE;2013;Belp;3.06;1.34;0.184;0.207
BE;2014;Belp;3.06;1.34;0.184;0.207
BE;2015;Belp;3.06;1.34;0.184;0.207
BE;2016;Belp;3.06;1.34;0.184;0.207
BE;2017;Belp;3.06;1.34;0.184;0.207
BE;2011;Belpberg;3.06;1.69;0.184;0.207
BE;2011;Belprahon;3.06;1.84;0.23;0.207
BE;2012;Belprahon;3.06;1.83;0.23;0.207
BE;2013;Belprahon;3.06;1.83;0.23;0.207
BE;2014;Belprahon;3.06;1.93;0.23;0.207
BE;2015;Belprahon;3.06;1.93;0.23;0.207
BE;2016;Belprahon;3.06;1.93;0.23;0.207
BE;2017;Belprahon;3.06;1.93;0.23;0.207
SG;2011;Benken;95;144;24;26
ZH;2011;Benken;100;119;14;15
SG;2012;Benken;105;144;26;26
ZH;2012;Benken;100;119;14;15
ZH;2013;Benken;100;119;14;15
SG;2013;Benken;115;145;26;26
ZH;2014;Benken;100;119;14;15
SG;2014;Benken;115;145;26;26
SG;2015;Benken (SG);115;145;26;26
SG;2016;Benken (SG);115;145;26;26
