Kanton;Jahr;Gemeinde;Kanton;Gemeinde;ref. Kirchgemeinde;kath. Kirchgemeinde
TI;2012;DALPE;100;68;0;0
TI;2013;DALPE;100;68;0;0
TI;2014;DALPE;100;65;0;0
TI;2015;Dalpe;100;65;0;0
TI;2016;Dalpe;100;65;0;0
TI;2017;Dalpe;100;65;0;0
JU;2011;Damphreux;2.85;2.15;8.1;11.3
JU;2012;Damphreux;2.85;2.15;8.1;11.3
JU;2013;Damphreux;2.85;2.15;8.1;11.3
JU;2014;Damphreux;2.85;2.15;8.1;11.3
JU;2015;Damphreux;2.85;2.15;8.1;11.3
JU;2016;Damphreux;2.85;2.15;8.1;11.3
JU;2017;Damphreux;2.85;2.15;8.1;11.3
SO;2011;DÃ¤niken;104;77;17;19
SO;2012;DÃ¤niken;100;77;18;19
SO;2013;DÃ¤niken;100;77;18;19
SO;2014;DÃ¤niken;102;77;18;19
SO;2015;DÃ¤niken;104;77;18;19
SO;2016;DÃ¤niken;104;77;17;19
SO;2017;DÃ¤niken;104;80;17;19
ZH;2011;DÃ¤nikon;100;112;11;8
ZH;2012;DÃ¤nikon;100;102;11;8
ZH;2013;DÃ¤nikon;100;102;11;8
ZH;2014;DÃ¤nikon;100;102;11;8
ZH;2015;DÃ¤nikon;100;102;11;8
ZH;2016;DÃ¤nikon;100;105;11;8
ZH;2017;DÃ¤nikon;100;111;11;10
GR;2013;Danis/Tavanasa;100;100;17;15
GR;2014;Danis/Tavanasa;100;100;20.5;15
GE;2011;Dardagny;147.5;48;0;0
GE;2012;Dardagny;147.5;48;0;0
GE;2013;Dardagny;147.5;48;0;0
GE;2014;Dardagny;148.5;48;0;0
GE;2015;Dardagny;148.5;48;0;0
GE;2016;Dardagny;148.5;48;0;0
GE;2017;Dardagny;148.5;48;0;0
GR;2013;Dardin;100;100;17;15
GR;2014;Dardin;100;100;20.5;15
BE;2011;DÃ¤rligen;3.06;1.8;0.138;0.23
BE;2012;DÃ¤rligen;3.06;1.74;0.138;0.23
BE;2013;DÃ¤rligen;3.06;1.74;0.138;0.23
BE;2014;DÃ¤rligen;3.06;1.74;0.138;0.23
BE;2015;DÃ¤rligen;3.06;1.84;0.138;0.207
BE;2016;DÃ¤rligen;3.06;1.84;0.138;0.207
BE;2017;DÃ¤rligen;3.06;1.84;0.138;0.207
BE;2011;DÃ¤rstetten;3.06;1.7;0.23;0.23
BE;2012;DÃ¤rstetten;3.06;1.7;0.23;0.23
BE;2013;DÃ¤rstetten;3.06;1.7;0.23;0.23
BE;2014;DÃ¤rstetten;3.06;1.7;0.23;0.23
BE;2015;DÃ¤rstetten;3.06;1.7;0.23;0.23
BE;2016;DÃ¤rstetten;3.06;1.7;0.23;0.23
BE;2017;DÃ¤rstetten;3.06;1.7;0.23;0.23
ZH;2011;DÃ¤ttlikon;100;114;14;13
ZH;2012;DÃ¤ttlikon;100;106;14;13
ZH;2013;DÃ¤ttlikon;100;106;14;13
ZH;2014;DÃ¤ttlikon;100;106;14;13
ZH;2015;DÃ¤ttlikon;100;106;14;13
ZH;2016;DÃ¤ttlikon;100;106;14;13
ZH;2017;DÃ¤ttlikon;100;114;14;13
GR;2011;Davos;100;103;13;13
GR;2015;Davos;100;103;16.5;13
GR;2016;Davos;100;103;16.5;13
GR;2017;Davos;100;103;16.5;13
GR;2012;Davos Platz/Dischma/Clavad;100;103;13;13
GR;2013;Davos Platz/Dischma/Clavad;100;103;13;13
GR;2014;Davos Platz/Dischma/Clavad;100;103;16.5;13
GR;2011;Degen;100;120;17;17
GR;2012;Degen;100;120;17;17
GR;2013;Degen;100;105;17;17
GR;2014;Degen;100;105;20.5;17
SG;2011;Degersheim;95;157;27;26
SG;2012;Degersheim;105;157;27;26
SG;2013;Degersheim;115;162;30;26
SG;2014;Degersheim;115;162;30;27
SG;2015;Degersheim;115;162;30;27
SG;2016;Degersheim;115;162;28;27
SG;2017;Degersheim;115;162;28;27
BE;2011;Deisswil b. M.;3.06;0.89;0.1955;0.207
BE;2012;Deisswil b. M.;3.06;0.89;0.1955;0.207
BE;2013;Deisswil b. M.;3.06;0.89;0.1955;0.207
BE;2014;Deisswil b. M.;3.06;0.89;0.1955;0.207
BE;2015;Deisswil bei MÃ¼nchenbuchsee;3.06;0.89;0.1955;0.207
BE;2016;Deisswil bei MÃ¼nchenbuchsee;3.06;0.89;0.1955;0.207
BE;2017;Deisswil bei MÃ¼nchenbuchsee;3.06;0.89;0.1955;0.207
SO;2011;Deitingen;104;115;16;18
SO;2012;Deitingen;100;115;15;18
SO;2013;Deitingen;100;115;15;18
SO;2014;Deitingen;102;115;15;18
SO;2015;Deitingen;104;115;15;18
SO;2016;Deitingen;104;120;15;18
SO;2017;Deitingen;104;120;15;18
JU;2011;DelÃ©mont;2.85;1.95;8.1;6.4
JU;2012;DelÃ©mont;2.85;1.95;8.1;6.4
JU;2013;DelÃ©mont;2.85;1.95;8.1;6.4
JU;2014;DelÃ©mont;2.85;1.95;8.1;6.4
JU;2015;DelÃ©mont;2.85;1.95;8.1;6.4
JU;2016;DelÃ©mont;2.85;1.9;8.1;6.4
JU;2017;DelÃ©mont;2.85;1.9;8.1;6.4
FR;2011;Delley-Portalban;100;49.9;9;10
FR;2012;Delley-Portalban;100;49.9;9;10
FR;2013;Delley-Portalban;100;49.9;9;10
FR;2014;Delley-Portalban;100;49.9;9;10
FR;2015;Delley-Portalban;100;49.9;9;10
FR;2016;Delley-Portalban;100;49.9;9;10
FR;2017;Delley-Portalban;100;49.9;9;10
VD;2011;DÃ©moret;151.5;79;0;0
VD;2012;DÃ©moret;154.5;81;0;0
VD;2013;DÃ©moret;154.5;81;0;0
VD;2014;DÃ©moret;154.5;81;0;0
VD;2015;DÃ©moret;154.5;81;0;0
VD;2016;DÃ©moret;154.5;81;0;0
VD;2017;DÃ©moret;154.5;81;0;0
VD;2011;Denens;151.5;70;0;0
VD;2012;Denens;154.5;70;0;0
VD;2013;Denens;154.5;68;0;0
VD;2014;Denens;154.5;68;0;0
VD;2015;Denens;154.5;68;0;0
VD;2016;Denens;154.5;68;0;0
VD;2017;Denens;154.5;70;0;0
VD;2011;Denezy;151.5;74;0;0
VD;2012;Denezy;154.5;76;0;0
VD;2011;Denges;151.5;60;0;0
VD;2012;Denges;154.5;62;0;0
VD;2013;Denges;154.5;62;0;0
VD;2014;Denges;154.5;62;0;0
VD;2015;Denges;154.5;62;0;0
VD;2016;Denges;154.5;62;0;0
VD;2017;Denges;154.5;62;0;0
AG;2011;DensbÃ¼ren;109;119;23;19
AG;2012;DensbÃ¼ren;109;119;23;19
AG;2013;DensbÃ¼ren;109;119;23;19
AG;2014;DensbÃ¼ren;109;119;23;18
AG;2015;DensbÃ¼ren;109;119;23;18
AG;2016;DensbÃ¼ren;109;124;23;18
AG;2017;DensbÃ¼ren;109;124;23;18
SO;2011;Derendingen;104;133;16;18
SO;2012;Derendingen;100;133;15;18
SO;2013;Derendingen;100;133;15;18
SO;2014;Derendingen;102;133;15;18
SO;2015;Derendingen;104;133;15;18
SO;2016;Derendingen;104;133;15;18
SO;2017;Derendingen;104;128;15;18
JU;2011;Develier;2.85;2.05;8.1;8.9
JU;2012;Develier;2.85;2.05;8.1;8.9
JU;2013;Develier;2.85;2.05;8.1;8.9
JU;2014;Develier;2.85;2.05;8.1;8.9
JU;2015;Develier;2.85;2.05;8.1;8.9
JU;2016;Develier;2.85;1.95;8.1;8.9
JU;2017;Develier;2.85;1.95;8.1;8.9
BL;2011;Diegten;100;56;0.7;9
BL;2012;Diegten;100;56;0.7;9
BL;2013;Diegten;100;56;0.7;9
BL;2014;Diegten;100;56;0.7;9
BL;2015;Diegten;100;56;0.7;9
BL;2016;Diegten;100;56;0.7;9
BL;2017;Diegten;100;56;0.7;9
ZH;2011;Dielsdorf;100;108;11;13
ZH;2012;Dielsdorf;100;97;11;13
ZH;2013;Dielsdorf;100;97;11;12
ZH;2014;Dielsdorf;100;97;11;12
ZH;2015;Dielsdorf;100;97;11;12
ZH;2016;Dielsdorf;100;97;11;12
ZH;2017;Dielsdorf;100;100;11;12
BE;2011;Diemerswil;3.06;1.65;0.1955;0.207
BE;2012;Diemerswil;3.06;1.6;0.1955;0.207
BE;2013;Diemerswil;3.06;1.55;0.1955;0.207
BE;2014;Diemerswil;3.06;1.65;0.1955;0.207
BE;2015;Diemerswil;3.06;1.65;0.1955;0.207
BE;2016;Diemerswil;3.06;1.65;0.1955;0.207
BE;2017;Diemerswil;3.06;1.65;0.1955;0.207
BE;2011;Diemtigen;3.06;1.85;0.23;0.23
BE;2012;Diemtigen;3.06;1.76;0.23;0.23
BE;2013;Diemtigen;3.06;1.76;0.23;0.23
BE;2014;Diemtigen;3.06;1.7;0.23;0.23
BE;2015;Diemtigen;3.06;1.8;0.23;0.23
BE;2016;Diemtigen;3.06;1.8;0.23;0.23
BE;2017;Diemtigen;3.06;1.8;0.23;0.23
BE;2011;Diemtigen (BÃ¤chlen);3.06;1.85;0.23;0.23
BE;2011;Diemtigen (Entschwil);3.06;1.85;0.23;0.23
BE;2011;Diemtigen (Horben);3.06;1.85;0.23;0.23
BE;2011;Diemtigen (Oey);3.06;1.85;0.23;0.23
BE;2011;Diemtigen (Riedern);3.06;1.85;0.23;0.23
BE;2011;Diemtigen (Schwenden);3.06;1.85;0.23;0.23
BE;2011;Diemtigen (ZwischenflÃ¼h);3.06;1.85;0.23;0.23
BL;2011;Diepflingen;100;65;0.6;9
BL;2012;Diepflingen;100;65;0.6;9
BL;2013;Diepflingen;100;65;0.6;9
BL;2014;Diepflingen;100;65;0.6;9
BL;2015;Diepflingen;100;65;0.6;9
BL;2016;Diepflingen;100;65;0.6;9
BL;2017;Diepflingen;100;65;0.6;9
SG;2011;Diepoldsau;95;100;25;21
SG;2012;Diepoldsau;105;100;25;21
SG;2013;Diepoldsau;115;100;25;21
SG;2014;Diepoldsau;115;95;25;21
SG;2015;Diepoldsau;115;92;25;21
SG;2016;Diepoldsau;115;89;25;21
SG;2017;Diepoldsau;115;89;24;21
LU;2011;Dierikon;1.5;1.65;0.25;0.24
LU;2012;Dierikon;1.5;1.65;0.25;0.24
LU;2013;Dierikon;1.5;1.65;0.25;0.24
LU;2014;Dierikon;1.6;1.95;0.25;0.24
LU;2015;Dierikon;1.6;1.95;0.25;0.24
LU;2016;Dierikon;1.6;1.95;0.25;0.24
LU;2017;Dierikon;1.6;1.95;0.25;0.24
GL;2011;Diesbach;56;60;12;10
GL;2012;Diesbach Glarus SÃ¼d;56;60;12;10
GL;2013;Diesbach Glarus SÃ¼d;56;60;12;11
GL;2014;Diesbach Glarus SÃ¼d;55;63;12;11
BE;2011;Diessbach;3.06;1.9;0.2;0.2185
BE;2014;Diessbach b. B.;3.06;1.8;0.2;0.2185
BE;2012;Diessbach b.B.;3.06;1.83;0.2;0.2185
BE;2013;Diessbach b.B.;3.06;1.83;0.2;0.2185
BE;2015;Diessbach bei BÃ¼ren;3.06;1.8;0.2;0.2185
BE;2016;Diessbach bei BÃ¼ren;3.06;1.8;0.2;0.2185
BE;2017;Diessbach bei BÃ¼ren;3.06;1.8;0.2;0.2185
BE;2011;Diesse;3.06;2;0.184;0.138
BE;2012;Diesse;3.06;1.75;0.184;0.138
BE;2013;Diesse;3.06;1.75;0.184;0.138
TG;2011;Diessenhofen;117;152;18;20
TG;2012;Diessenhofen;117;150;18;20
TG;2013;Diessenhofen;117;150;18;20
TG;2014;Diessenhofen;117;148;16;20
TG;2015;Diessenhofen;117;148;18;20
TG;2016;Diessenhofen;117;145;18;20
TG;2017;Diessenhofen;117;145;18;20
ZH;2011;Dietikon;100;122;12;13
ZH;2012;Dietikon;100;122;12;13
ZH;2013;Dietikon;100;122;12;13
ZH;2014;Dietikon;100;124;12;13
ZH;2015;Dietikon;100;124;12;13
ZH;2016;Dietikon;100;129;12;13
ZH;2017;Dietikon;100;129;12;13
ZH;2011;Dietlikon;100;95;12;12
ZH;2012;Dietlikon;100;99;12;12
ZH;2013;Dietlikon;100;104;12;12
ZH;2014;Dietlikon;100;99;12;11
ZH;2015;Dietlikon;100;95;11;10
ZH;2016;Dietlikon;100;95;11;9
ZH;2017;Dietlikon;100;95;11;9
AG;2011;Dietwil;109;116;17;23
AG;2012;Dietwil;109;116;17;23
AG;2013;Dietwil;109;116;17;23
AG;2014;Dietwil;109;116;17;23
AG;2015;Dietwil;109;116;17;23
AG;2016;Dietwil;109;116;17;23
AG;2017;Dietwil;109;113;17;23
ZH;2011;Dinhard;100;103;14;13
ZH;2012;Dinhard;100;89;14;13
ZH;2013;Dinhard;100;87;14;13
ZH;2014;Dinhard;100;87;14;13
ZH;2015;Dinhard;100;87;14;13
ZH;2016;Dinhard;100;87;14;13
ZH;2017;Dinhard;100;89;14;13
AG;2011;Dintikon;109;95;18;20
AG;2012;Dintikon;109;95;18;20
AG;2013;Dintikon;109;95;18;18
AG;2014;Dintikon;109;95;18;18
AG;2015;Dintikon;109;95;18;18
AG;2016;Dintikon;109;95;18;18
AG;2017;Dintikon;109;95;18;18
GR;2011;Disentis/MustÃ©r;100;120;17;12
GR;2012;Disentis/MustÃ©r;100;120;17;12
GR;2013;Disentis/MustÃ©r;100;120;17;12
GR;2014;Disentis/MustÃ©r;100;120;20.5;12
GR;2015;Disentis/MustÃ©r;100;120;20.5;12
GR;2016;Disentis/MustÃ©r;100;120;20.5;12
GR;2017;Disentis/MustÃ©r;100;120;20.5;12
BL;2011;Dittingen;100;66;0.7;11
BL;2012;Dittingen;100;66;0.7;11
BL;2013;Dittingen;100;66;0.7;11
BL;2014;Dittingen;100;66;0.7;11
BL;2015;Dittingen;100;66;0.7;11
BL;2016;Dittingen;100;66;0.7;11
BL;2017;Dittingen;100;66;0.7;11
VD;2011;Dizy;151.5;62;0;0
VD;2012;Dizy;154.5;63;0;0
VD;2013;Dizy;154.5;70;0;0
VD;2014;Dizy;154.5;74;0;0
VD;2015;Dizy;154.5;74;0;0
VD;2016;Dizy;154.5;79;0;0
VD;2017;Dizy;154.5;79;0;0
GR;2011;Domat/Ems;100;90;13.5;13
GR;2012;Domat/Ems;100;90;13.5;13
GR;2013;Domat/Ems;100;90;13.5;13
GR;2014;Domat/Ems;100;90;17;12
GR;2015;Domat/Ems;100;90;17;12
GR;2016;Domat/Ems;100;90;17;12
GR;2017;Domat/Ems;100;90;17;12
NE;2011;Dombresson;130;69;0;0
NE;2012;Dombresson;130;69;0;0
NE;2013;Dombresson;130;61;0;0
NE;2014;Dombresson;123;68;0;0
FR;2011;Domdidier;100;78.8;9;6
FR;2012;Domdidier;100;78.8;9;6
FR;2013;Domdidier;100;78.8;9;6
FR;2014;Domdidier;100;78.8;9;6
FR;2015;Domdidier;100;72;9;6
GR;2015;Domleschg;100;110;20.5;15
GR;2016;Domleschg;100;110;20.5;15
GR;2017;Domleschg;100;110;20.5;15
VD;2011;Dommartin;151.5;77;0;0
VD;2011;Dompierre;151.5;78;0;0
FR;2011;Dompierre;100;90;9;9
FR;2012;Dompierre;100;90;9;9
VD;2012;Dompierre;154.5;80;0;0
VD;2013;Dompierre;154.5;80;0;0
FR;2013;Dompierre;100;90;9;9
FR;2014;Dompierre;100;90;9;9
VD;2014;Dompierre;154.5;80;0;0
FR;2015;Dompierre (FR);100;90;9;9
VD;2015;Dompierre (VD);154.5;80;0;0
VD;2016;Dompierre (VD);154.5;80;0;0
VD;2017;Dompierre (VD);154.5;80;0;0
GR;2011;Donat;100;120;17;18
GR;2012;Donat;100;120;17;18
GR;2013;Donat;100;120;17;18
GR;2014;Donat;100;120;20.5;18
GR;2015;Donat;100;120;20.5;18
GR;2016;Donat;100;120;20.5;18
GR;2017;Donat;100;120;20.5;18
VD;2011;Donneloye;151.5;71;0;0
VD;2012;Donneloye;154.5;73;0;0
VD;2013;Donneloye;154.5;73;0;0
VD;2014;Donneloye;154.5;73;0;0
VD;2015;Donneloye;154.5;73;0;0
VD;2016;Donneloye;154.5;73;0;0
VD;2017;Donneloye;154.5;73;0;0
LU;2011;Doppleschwand;1.5;2.25;0.3;0.4
LU;2012;Doppleschwand;1.5;2.35;0.3;0.4
LU;2013;Doppleschwand;1.5;2.35;0.3;0.4
LU;2014;Doppleschwand;1.6;2.35;0.3;0.4
LU;2015;Doppleschwand;1.6;2.4;0.3;0.4
LU;2016;Doppleschwand;1.6;2.4;0.3;0.4
LU;2017;Doppleschwand;1.6;2.4;0.3;0.4
VS;2015;DorÃ©naz;1;1.2;0;0
VS;2016;DorÃ©naz;1;1.2;0;0
VS;2017;DorÃ©naz;1;1.2;0;0
ZH;2011;Dorf;100;116;14;13
ZH;2012;Dorf;100;116;14;13
ZH;2013;Dorf;100;117;14;13
ZH;2014;Dorf;100;116;14;13
ZH;2015;Dorf;100;107;14;13
ZH;2016;Dorf;100;109;14;13
ZH;2017;Dorf;100;109;14;13
GR;2013;Dorf/Wolfgang/Laret;100;103;13;13
GR;2014;Dorf/Wolfgang/Laret;100;103;16.5;13
SH;2011;DÃ¶rflingen;112;77;12;15
SH;2012;DÃ¶rflingen;98;77;12;15
SH;2013;DÃ¶rflingen;112;77;12;15
SH;2014;DÃ¶rflingen;112;77;12;14
SH;2015;DÃ¶rflingen;114;75;12;14
SH;2016;DÃ¶rflingen;115;73;12;14
SH;2017;DÃ¶rflingen;115;73;11;14
SO;2011;Dornach;104;90;15;17
SO;2012;Dornach;100;90;15;17
SO;2013;Dornach;100;90;15;17
SO;2014;Dornach;102;96;15;17
SO;2015;Dornach;104;96;15;17
SO;2016;Dornach;104;96;15;17
SO;2017;Dornach;104;91;15;17
AG;2011;Dottikon;109;90;18;20
AG;2012;Dottikon;109;90;18;20
AG;2013;Dottikon;109;90;18;20
AG;2014;Dottikon;109;90;18;20
AG;2015;Dottikon;109;90;18;20
AG;2016;Dottikon;109;97;18;20
AG;2017;Dottikon;109;97;18;20
AG;2011;DÃ¶ttingen;109;60;23;19
AG;2012;DÃ¶ttingen;109;60;23;19
AG;2013;DÃ¶ttingen;109;80;23;19
AG;2014;DÃ¶ttingen;109;80;21;21
AG;2015;DÃ¶ttingen;109;95;21;23
AG;2016;DÃ¶ttingen;109;110;21;23
AG;2017;DÃ¶ttingen;109;110;21;23
BE;2011;Dotzigen;3.06;1.94;0.2;0.2185
BE;2012;Dotzigen;3.06;1.8;0.2;0.2185
BE;2013;Dotzigen;3.06;1.6;0.2;0.2185
BE;2014;Dotzigen;3.06;1.6;0.2;0.2185
BE;2015;Dotzigen;3.06;1.6;0.2;0.2185
BE;2016;Dotzigen;3.06;1.7;0.2;0.2185
BE;2017;Dotzigen;3.06;1.7;0.2;0.2185
TG;2011;Dozwil;117;145;25;26
TG;2012;Dozwil;117;141;25;26
TG;2013;Dozwil;117;139;23;26
TG;2014;Dozwil;117;141;23;26
TG;2015;Dozwil;117;141;23;26
TG;2016;Dozwil;117;141;23;26
TG;2017;Dozwil;117;139;23;23
SO;2015;Drei HÃ¶fe;104;125;15;16
SO;2016;Drei HÃ¶fe;104;125;15;16
SO;2017;Drei HÃ¶fe;104;119;15;16
ZH;2011;DÃ¼bendorf;100;111;12;12
ZH;2012;DÃ¼bendorf;100;106;12;11
ZH;2013;DÃ¼bendorf;100;106;12;11
ZH;2014;DÃ¼bendorf;100;106;12;11
ZH;2015;DÃ¼bendorf;100;105;12;11
ZH;2016;DÃ¼bendorf;100;105;12;11
ZH;2017;DÃ¼bendorf;100;105;12;11
FR;2011;DÃ¼dingen;100;74;10;8
FR;2012;DÃ¼dingen;100;74;10;8
FR;2013;DÃ¼dingen;100;74;9.5;8
FR;2014;DÃ¼dingen;100;82;9.5;8
FR;2015;DÃ¼dingen;100;82;9;8
FR;2016;DÃ¼dingen;100;82;9;8
FR;2017;DÃ¼dingen;100;82;9.5;8
BL;2011;Duggingen;100;59;0.7;11
BL;2012;Duggingen;100;59;0.7;11
BL;2013;Duggingen;100;59;0.7;11
BL;2014;Duggingen;100;59;0.7;11
BL;2015;Duggingen;100;59;0.7;11
BL;2016;Duggingen;100;59;0.7;11
BL;2017;Duggingen;100;59;0.7;11
VD;2011;Duillier;151.5;64;0;0
VD;2012;Duillier;154.5;66;0;0
VD;2013;Duillier;154.5;66;0;0
VD;2014;Duillier;154.5;66;0;0
VD;2015;Duillier;154.5;66;0;0
VD;2016;Duillier;154.5;66;0;0
VD;2017;Duillier;154.5;66;0;0
SO;2011;Dulliken;104;123;18;18
SO;2012;Dulliken;100;123;18;18
SO;2013;Dulliken;100;123;18;18
SO;2014;Dulliken;102;123;18;20
SO;2015;Dulliken;104;123;18;20
SO;2016;Dulliken;104;119;18;18
SO;2017;Dulliken;104;119;18;18
VD;2011;Dully;151.5;47;0;0
VD;2012;Dully;154.5;49;0;0
VD;2013;Dully;154.5;49;0;0
VD;2014;Dully;154.5;49;0;0
VD;2015;Dully;154.5;49;0;0
VD;2016;Dully;154.5;49;0;0
VD;2017;Dully;154.5;49;0;0
ZH;2011;DÃ¼rnten;100;119;14;14
ZH;2012;DÃ¼rnten;100;115;14;14
ZH;2013;DÃ¼rnten;100;115;14;14
ZH;2014;DÃ¼rnten;100;115;14;14
ZH;2015;DÃ¼rnten;100;115;14;14
ZH;2016;DÃ¼rnten;100;115;14;14
ZH;2017;DÃ¼rnten;100;115;14;14
AG;2011;DÃ¼rrenÃ¤sch;109;85;23;19
AG;2012;DÃ¼rrenÃ¤sch;109;85;23;19
AG;2013;DÃ¼rrenÃ¤sch;109;85;23;19
AG;2014;DÃ¼rrenÃ¤sch;109;85;23;19
AG;2015;DÃ¼rrenÃ¤sch;109;85;23;19
AG;2016;DÃ¼rrenÃ¤sch;109;85;23;19
AG;2017;DÃ¼rrenÃ¤sch;109;85;23;19
BE;2011;DÃ¼rrenroth;3.06;1.84;0.23;0.23
BE;2012;DÃ¼rrenroth;3.06;1.84;0.23;0.23
BE;2013;DÃ¼rrenroth;3.06;1.84;0.23;0.23
BE;2014;DÃ¼rrenroth;3.06;1.84;0.23;0.23
BE;2015;DÃ¼rrenroth;3.06;1.84;0.23;0.23
BE;2016;DÃ¼rrenroth;3.06;1.84;0.23;0.22
BE;2017;DÃ¼rrenroth;3.06;1.84;0.23;0.22
GR;2011;Duvin;100;130;17;17
GR;2012;Duvin;100;130;17;17
GR;2013;Duvin;100;130;17;17
GR;2014;Duvin;100;100;20.5;15
LU;2011;Ebersecken;1.5;2.15;0.23;0.315
LU;2012;Ebersecken;1.5;2.15;0.23;0.35
LU;2013;Ebersecken;1.5;2.15;0.23;0.35
LU;2014;Ebersecken;1.6;2.15;0.23;0.35
LU;2015;Ebersecken;1.6;2.15;0.23;0.35
LU;2016;Ebersecken;1.6;2.3;0.23;0.32
LU;2017;Ebersecken;1.6;2.4;0.23;0.33
LU;2011;Ebikon;1.5;1.9;0.25;0.225
LU;2012;Ebikon;1.5;1.9;0.25;0.225
LU;2013;Ebikon;1.5;1.9;0.25;0.225
LU;2014;Ebikon;1.6;1.9;0.25;0.225
LU;2015;Ebikon;1.6;1.9;0.25;0.25
LU;2016;Ebikon;1.6;1.9;0.25;0.25
LU;2017;Ebikon;1.6;1.9;0.25;0.25
SG;2011;Ebnat-Kappel;95;145;28;27
SG;2012;Ebnat-Kappel;105;145;28;27
SG;2013;Ebnat-Kappel;115;145;30;27
SG;2014;Ebnat-Kappel;115;145;30;27
SG;2015;Ebnat-Kappel;115;145;30;27
SG;2016;Ebnat-Kappel;115;145;28;27
SG;2017;Ebnat-Kappel;115;145;28;27
VD;2011;Echallens;151.5;68;0;0
VD;2012;Echallens;154.5;70;0;0
VD;2013;Echallens;154.5;74;0;0
VD;2014;Echallens;154.5;74;0;0
VD;2015;Echallens;154.5;74;0;0
VD;2016;Echallens;154.5;74;0;0
VD;2017;Echallens;154.5;74;0;0
VD;2011;Echandens;151.5;60;0;0
VD;2012;Echandens;154.5;62;0;0
VD;2013;Echandens;154.5;62;0;0
VD;2014;Echandens;154.5;62;0;0
VD;2015;Echandens;154.5;62;0;0
VD;2016;Echandens;154.5;62;0;0
VD;2017;Echandens;154.5;62;0;0
FR;2011;Echarlens;100;70;9;10
FR;2012;Echarlens;100;70;9;10
FR;2013;Echarlens;100;70;9;8
FR;2014;Echarlens;100;70;9;8
FR;2015;Echarlens;100;70;9;8
FR;2016;Echarlens;100;70;9;8
FR;2017;Echarlens;100;70;9;8
VD;2011;Echichens;151.5;64;0;0
VD;2012;Echichens;154.5;64;0;0
VD;2013;Echichens;154.5;68;0;0
VD;2014;Echichens;154.5;68;0;0
VD;2015;Echichens;154.5;68;0;0
VD;2016;Echichens;154.5;68;0;0
VD;2017;Echichens;154.5;68;0;0
VD;2011;Eclagnens;151.5;68;0;0
VD;2011;EclÃ©pens;151.5;44;0;0
VD;2012;EclÃ©pens;154.5;46;0;0
VD;2013;EclÃ©pens;154.5;46;0;0
VD;2014;EclÃ©pens;154.5;46;0;0
VD;2015;EclÃ©pens;154.5;46;0;0
VD;2016;EclÃ©pens;154.5;46;0;0
VD;2017;EclÃ©pens;154.5;46;0;0
VD;2011;Ecoteaux;151.5;70;0;0
FR;2011;Ecublens;100;88.5;10;11
VD;2011;Ecublens;151.5;60;0;0
VD;2012;Ecublens;154.5;62;0;0
FR;2012;Ecublens;100;88.5;10;11
FR;2013;Ecublens;100;88.5;10;11
VD;2013;Ecublens;154.5;62;0;0
FR;2014;Ecublens;100;88.5;10;11
VD;2014;Ecublens;154.5;62;0;0
FR;2015;Ecublens (FR);100;88.5;10;11
FR;2016;Ecublens (FR);100;88.5;10;11
FR;2017;Ecublens (FR);100;88;10;11
VD;2015;Ecublens (VD);154.5;62;0;0
VD;2016;Ecublens (VD);154.5;62;0;0
VD;2017;Ecublens (VD);154.5;62;0;0
JU;2011;Ederswiler;2.85;2;8.1;10
JU;2012;Ederswiler;2.85;2;8.1;10
JU;2013;Ederswiler;2.85;2;8.1;10
JU;2014;Ederswiler;2.85;2;8.1;10
JU;2015;Ederswiler;2.85;2;8.1;10
JU;2016;Ederswiler;2.85;2;8.1;10
JU;2017;Ederswiler;2.85;2;8.1;10
AG;2011;Effingen;109;121;23;26
AG;2012;Effingen;109;121;23;28
AG;2013;Effingen;109;121;23;28
AG;2014;Effingen;109;119;23;26
AG;2015;Effingen;109;119;23;26
AG;2016;Effingen;109;119;23;25
AG;2017;Effingen;109;119;23;25
SO;2011;Egerkingen;104;100;18;18
SO;2012;Egerkingen;100;100;18;18
SO;2013;Egerkingen;100;107;18;18
SO;2014;Egerkingen;102;107;18;18
SO;2015;Egerkingen;104;107;18;18
SO;2016;Egerkingen;104;107;18;18
SO;2017;Egerkingen;104;107;18;18
ZH;2011;Egg;100;95;11;11
ZH;2012;Egg;100;95;11;11
ZH;2013;Egg;100;95;12;10
ZH;2014;Egg;100;98;12;10
ZH;2015;Egg;100;98;12;10
ZH;2016;Egg;100;98;12;10
ZH;2017;Egg;100;98;12;9
AG;2011;Eggenwil;109;98;18;18
AG;2012;Eggenwil;109;98;18;18
AG;2013;Eggenwil;109;98;18;18
AG;2014;Eggenwil;109;102;18;18
AG;2015;Eggenwil;109;102;18;18
AG;2016;Eggenwil;109;102;20;18
AG;2017;Eggenwil;109;106;20;18
VS;2015;Eggerberg;1;1.3;0;0
VS;2016;Eggerberg;1;1.3;0;0
VS;2017;Eggerberg;1;1.3;0;0
SG;2011;Eggersriet;95;147;22;25
SG;2012;Eggersriet;105;147;22;26
SG;2013;Eggersriet;115;147;24;26
SG;2014;Eggersriet;115;150;24;26
SG;2015;Eggersriet;115;146;24;26
SG;2016;Eggersriet;115;142;24;26
SG;2017;Eggersriet;115;140;24;26
AI;2011;Eggerstanden;96;112;24;23
AI;2012;Eggerstanden;96;112;24;23
AI;2013;Eggerstanden;96;110;24;23
AI;2014;Eggerstanden;96;110;24;23
