00OW               20191119                                                                                   
0601OWN8N       20200101000965100000005000 0800004350000450   
0601OWN8N       20200101000970100000005000 0800004380000450   
0601OWN8N       20200101000975100000005000 0800004400000450   
0601OWN8N       20200101000980100000005000 0800004420000450   
0601OWN8N       20200101000985100000005000 0800004440000450   
0601OWN8N       20200101000990100000005000 0800004470000450   
0601OWN8N       20200101000995100000005000 0800004490000450   
0601OWN8N       20200101001000100000005000 0800004510000450   
0601OWN8N       20200101001005100000005000 0800004530000450   
0601OWN8N       20200101001010100000005000 0800004560000450   
0601OWN8N       20200101001015100000005000 0800004580000450   
0601OWN8N       20200101001020100000005000 0800004600000450   
0601OWN8N       20200101001025100000005000 0800004620000450   
0601OWN8N       20200101001030100000005000 0800004650000450   
0601OWN8N       20200101001035100000005000 0800004670000450   
0601OWN8N       20200101001040100000005000 0800004690000450   
0601OWN8N       20200101001045100000005000 0800004710000450   
0601OWN8N       20200101001050100000005000 0800004740000450   
0601OWN8N       20200101001055100000005000 0800004760000450   
0601OWN8N       20200101001060100000005000 0800004780000450   
0601OWN8N       20200101001065100000005000 0800004800000450   
0601OWN8N       20200101001070100000005000 0800004830000450   
0601OWN8N       20200101001075100000005000 0800004850000450   
0601OWN8N       20200101001080100000005000 0800004870000450   
0601OWN8N       20200101001085100000005000 0800004890000450   
0601OWN8N       20200101001090100000005000 0800004920000450   
0601OWN8N       20200101001095100000005000 0800004940000450   
0601OWN8N       20200101001100100000005000 0800004960000450   
0601OWN8N       20200101001105100000005000 0800004980000450   
0601OWN8N       20200101001110100000005000 0800005010000450   
0601OWN8N       20200101001115100000005000 0800005030000450   
0601OWN8N       20200101001120100000005000 0800005050000450   
0601OWN8N       20200101001125100000005000 0800005070000450   
0601OWN8N       20200101001130100000005000 0800005100000450   
0601OWN8N       20200101001135100000005000 0800005120000450   
0601OWN8N       20200101001140100000005000 0800005140000450   
0601OWN8N       20200101001145100000005000 0800005160000450   
0601OWN8N       20200101001150100000005000 0800005190000450   
0601OWN8N       20200101001155100000005000 0800005210000450   
0601OWN8N       20200101001160100000005000 0800005230000450   
0601OWN8N       20200101001165100000005000 0800005250000450   
0601OWN8N       20200101001170100000005000 0800005280000450   
0601OWN8N       20200101001175100000005000 0800005300000450   
0601OWN8N       20200101001180100000005000 0800005320000450   
0601OWN8N       20200101001185100000005000 0800005340000450   
0601OWN8N       20200101001190100000005000 0800005370000450   
0601OWN8N       20200101001195100000005000 0800005390000450   
0601OWN8N       20200101001200100000005000 0800005410000450   
0601OWN8N       20200101001205100000005000 0800005430000450   
0601OWN8N       20200101001210100000005000 0800005460000450   
0601OWN8N       20200101001215100000005000 0800005480000450   
0601OWN8N       20200101001220100000005000 0800005500000450   
0601OWN8N       20200101001225100000005000 0800005520000450   
0601OWN8N       20200101001230100000005000 0800005550000450   
0601OWN8N       20200101001235100000005000 0800005570000450   
0601OWN8N       20200101001240100000005000 0800005590000450   
0601OWN8N       20200101001245100000005000 0800005610000450   
0601OWN8N       20200101001250100000005000 0800005640000450   
0601OWN8N       20200101001255100000005000 0800005660000450   
0601OWN8N       20200101001260100000005000 0800005680000450   
0601OWN8N       20200101001265100000005000 0800005700000450   
0601OWN8N       20200101001270100000005000 0800005730000450   
0601OWN8N       20200101001275100000005000 0800005750000450   
0601OWN8N       20200101001280100000005000 0800005770000450   
0601OWN8N       20200101001285100000005000 0800005790000450   
0601OWN8N       20200101001290100000005000 0800005820000450   
0601OWN8N       20200101001295100000005000 0800005840000450   
0601OWN8N       20200101001300100000005000 0800005860000450   
0601OWN8N       20200101001305100000005000 0800005880000450   
0601OWN8N       20200101001310100000005000 0800005910000450   
0601OWN8N       20200101001315100000005000 0800005930000450   
0601OWN8N       20200101001320100000005000 0800005950000450   
0601OWN8N       20200101001325100000005000 0800005970000450   
0601OWN8N       20200101001330100000005000 0800006000000450   
0601OWN8N       20200101001335100000005000 0800006020000450   
0601OWN8N       20200101001340100000005000 0800006040000450   
0601OWN8N       20200101001345100000005000 0800006060000450   
0601OWN8N       20200101001350100000005000 0800006090000450   
0601OWN8N       20200101001355100000005000 0800006110000450   
0601OWN8N       20200101001360100000005000 0800006130000450   
0601OWN8N       20200101001365100000005000 0800006150000450   
0601OWN8N       20200101001370100000005000 0800006180000450   
0601OWN8N       20200101001375100000005000 0800006200000450   
0601OWN8N       20200101001380100000005000 0800006220000450   
0601OWN8N       20200101001385100000005000 0800006240000450   
0601OWN8N       20200101001390100000005000 0800006270000450   
0601OWN8N       20200101001395100000005000 0800006290000450   
0601OWN8N       20200101001400100000005000 0800006310000450   
0601OWN8N       20200101001405100000005000 0800006330000450   
0601OWN8N       20200101001410100000005000 0800006360000450   
0601OWN8N       20200101001415100000005000 0800006380000450   
0601OWN8N       20200101001420100000005000 0800006400000450   
0601OWN8N       20200101001425100000005000 0800006420000450   
0601OWN8N       20200101001430100000005000 0800006450000450   
0601OWN8N       20200101001435100000005000 0800006470000450   
0601OWN8N       20200101001440100000005000 0800006490000450   
0601OWN8N       20200101001445100000005000 0800006510000450   
0601OWN8N       20200101001450100000005000 0800006540000450   
0601OWN8N       20200101001455100000005000 0800006560000450   
0601OWN8N       20200101001460100000005000 0800006580000450   
0601OWN8N       20200101001465100000005000 0800006600000450   
0601OWN8N       20200101001470100000005000 0800006630000450   
0601OWN8N       20200101001475100000005000 0800006650000450   
0601OWN8N       20200101001480100000005000 0800006670000450   
0601OWN8N       20200101001485100000005000 0800006690000450   
0601OWN8N       20200101001490100000005000 0800006720000450   
0601OWN8N       20200101001495100000005000 0800006740000450   
0601OWN8N       20200101001500100000500000 0800007880000450   
0601OWN8N       20200101002000100000500000 0800010130000450   
0601OWN8N       20200101002500100000500000 0800012380000450   
0601OWN8N       20200101003000100000500000 0800014630000450   
0601OWN8N       20200101003500100000500000 0800016880000450   
0601OWN8N       20200101004000100000500000 0800019130000450   
0601OWN8N       20200101004500100000500000 0800021380000450   
0601OWN8N       20200101005000100000500000 0800023630000450   
0601OWN8N       20200101005500100000500000 0800025880000450   
0601OWN8N       20200101006000100000500000 0800028130000450   
0601OWN8N       20200101006500100000500000 0800030380000450   
0601OWN8N       20200101007000100000500000 0800032630000450   
0601OWN8N       20200101007500100000500000 0800034880000450   
0601OWN8N       20200101008000100000500000 0800037130000450   
0601OWN8N       20200101008500100000500000 0800039380000450   
0601OWN8N       20200101009000100000500000 0800041630000450   
0601OWN8N       20200101009500100000500000 0800043880000450   
0601OWN8N       20200101010000100000500000 0800046130000450   
0601OWN8N       20200101010500100000500000 0800048380000450   
0601OWN8N       20200101011000100000500000 0800050630000450   
0601OWN8N       20200101011500100000500000 0800052880000450   
0601OWN8N       20200101012000100000500000 0800055130000450   
0601OWN8N       20200101012500100000500000 0800057380000450   
0601OWN8N       20200101013000100000500000 0800059630000450   
0601OWN8N       20200101013500100000500000 0800061880000450   
0601OWN8N       20200101014000100000500000 0800064130000450   
0601OWN8N       20200101014500100000500000 0800066380000450   
0601OWN8N       20200101015000100000500000 0800068630000450   
0601OWN8N       20200101015500100000500000 0800070880000450   
0601OWN8N       20200101016000100000500000 0800073130000450   
0601OWN8N       20200101016500100000500000 0800075380000450   
0601OWN8N       20200101017000100000500000 0800077630000450   
0601OWN8N       20200101017500100000500000 0800079880000450   
0601OWN8N       20200101018000100000500000 0800082130000450   
0601OWN8N       20200101018500100000500000 0800084380000450   
0601OWN8N       20200101019000100000500000 0800086630000450   
0601OWN8N       20200101019500100000500000 0800088880000450   
0601OWN9N       20200101000000100000040000 0900000030000000   
0601OWN9N       20200101000040100000005000 0900000030000071   
0601OWN9N       20200101000045100000005000 0900000030000063   
0601OWN9N       20200101000050100000005000 0900000030000057   
0601OWN9N       20200101000055100000005000 0900000030000052   
0601OWN9N       20200101000060100000005000 0900000030000048   
0601OWN9N       20200101000065100000005000 0900000030000044   
0601OWN9N       20200101000070100000005000 0900000030000041   
0601OWN9N       20200101000075100000005000 0900000030000039   
0601OWN9N       20200101000080100000005000 0900000030000036   
0601OWN9N       20200101000085100000005000 0900000030000034   
0601OWN9N       20200101000090100000005000 0900000030000032   
0601OWN9N       20200101000095100000005000 0900000030000031   
0601OWN9N       20200101000100100000005000 0900000030000029   
0601OWN9N       20200101000105100000005000 0900000030000028   
0601OWN9N       20200101000110100000005000 0900000030000027   
0601OWN9N       20200101000115100000005000 0900000030000026   
0601OWN9N       20200101000120100000005000 0900000030000024   
0601OWN9N       20200101000125100000005000 0900000030000024   
0601OWN9N       20200101000130100000005000 0900000030000023   
0601OWN9N       20200101000135100000005000 0900000030000022   
0601OWN9N       20200101000140100000005000 0900000030000021   
0601OWN9N       20200101000145100000005000 0900000030000020   
