00AR               20191119                                                                                   
0601ARC6Y       20200101000265100000005000 0600000030000011   
0601ARC6Y       20200101000270100000005000 0600000030000011   
0601ARC6Y       20200101000275100000005000 0600000030000011   
0601ARC6Y       20200101000280100000005000 0600000030000011   
0601ARC6Y       20200101000285100000005000 0600000030000010   
0601ARC6Y       20200101000290100000005000 0600000030000010   
0601ARC6Y       20200101000295100000005000 0600000030000010   
0601ARC6Y       20200101000300100000005000 0600000030000010   
0601ARC6Y       20200101000305100000005000 0600000030000010   
0601ARC6Y       20200101000310100000005000 0600000030000010   
0601ARC6Y       20200101000315100000005000 0600000030000009   
0601ARC6Y       20200101000320100000005000 0600000030000009   
0601ARC6Y       20200101000325100000005000 0600000030000009   
0601ARC6Y       20200101000330100000005000 0600000030000009   
0601ARC6Y       20200101000335100000005000 0600000030000009   
0601ARC6Y       20200101000340100000005000 0600000030000009   
0601ARC6Y       20200101000345100000005000 0600000030000009   
0601ARC6Y       20200101000350100000005000 0600000030000009   
0601ARC6Y       20200101000355100000005000 0600000060000016   
0601ARC6Y       20200101000360100000005000 0600000080000023   
0601ARC6Y       20200101000365100000005000 0600000110000031   
0601ARC6Y       20200101000370100000005000 0600000160000042   
0601ARC6Y       20200101000375100000005000 0600000200000053   
0601ARC6Y       20200101000380100000005000 0600000250000065   
0601ARC6Y       20200101000385100000005000 0600000290000076   
0601ARC6Y       20200101000390100000005000 0600000340000087   
0601ARC6Y       20200101000395100000005000 0600000390000099   
0601ARC6Y       20200101000400100000005000 0600000450000112   
0601ARC6Y       20200101000405100000005000 0600000500000123   
0601ARC6Y       20200101000410100000005000 0600000560000136   
0601ARC6Y       20200101000415100000005000 0600000620000148   
0601ARC6Y       20200101000420100000005000 0600000670000159   
0601ARC6Y       20200101000425100000005000 0600000730000171   
0601ARC6Y       20200101000430100000005000 0600000790000182   
0601ARC6Y       20200101000435100000005000 0600000840000192   
0601ARC6Y       20200101000440100000005000 0600000900000204   
0601ARC6Y       20200101000445100000005000 0600000970000216   
0601ARC6Y       20200101000450100000005000 0600001030000227   
0601ARC6Y       20200101000455100000005000 0600001080000237   
0601ARC6Y       20200101000460100000005000 0600001150000248   
0601ARC6Y       20200101000465100000005000 0600001210000259   
0601ARC6Y       20200101000470100000005000 0600001270000269   
0601ARC6Y       20200101000475100000005000 0600001340000280   
0601ARC6Y       20200101000480100000005000 0600001400000290   
0601ARC6Y       20200101000485100000005000 0600001460000300   
0601ARC6Y       20200101000490100000005000 0600001520000310   
0601ARC6Y       20200101000495100000005000 0600001590000319   
0601ARC6Y       20200101000500100000005000 0600001650000329   
0601ARC6Y       20200101000505100000005000 0600001710000337   
0601ARC6Y       20200101000510100000005000 0600001770000346   
0601ARC6Y       20200101000515100000005000 0600001840000356   
0601ARC6Y       20200101000520100000005000 0600001910000366   
0601ARC6Y       20200101000525100000005000 0600001990000377   
0601ARC6Y       20200101000530100000005000 0600002060000387   
0601ARC6Y       20200101000535100000005000 0600002130000397   
0601ARC6Y       20200101000540100000005000 0600002210000407   
0601ARC6Y       20200101000545100000005000 0600002260000413   
0601ARC6Y       20200101000550100000005000 0600002320000420   
0601ARC6Y       20200101000555100000005000 0600002380000427   
0601ARC6Y       20200101000560100000005000 0600002450000435   
0601ARC6Y       20200101000565100000005000 0600002500000441   
0601ARC6Y       20200101000570100000005000 0600002560000448   
0601ARC6Y       20200101000575100000005000 0600002620000454   
0601ARC6Y       20200101000580100000005000 0600002680000461   
0601ARC6Y       20200101000585100000005000 0600002750000468   
0601ARC6Y       20200101000590100000005000 0600002810000474   
0601ARC6Y       20200101000595100000005000 0600002870000480   
0601ARC6Y       20200101000600100000005000 0600002930000486   
0601ARC6Y       20200101000605100000005000 0600002990000492   
0601ARC6Y       20200101000610100000005000 0600003060000500   
0601ARC6Y       20200101000615100000005000 0600003120000505   
0601ARC6Y       20200101000620100000005000 0600003180000511   
0601ARC6Y       20200101000625100000005000 0600003250000517   
0601ARC6Y       20200101000630100000005000 0600003310000524   
0601ARC6Y       20200101000635100000005000 0600003380000530   
0601ARC6Y       20200101000640100000005000 0600003450000536   
0601ARC6Y       20200101000645100000005000 0600003510000543   
0601ARC6Y       20200101000650100000005000 0600003590000550   
0601ARC6Y       20200101000655100000005000 0600003660000557   
0601ARC6Y       20200101000660100000005000 0600003730000563   
0601ARC6Y       20200101000665100000005000 0600003800000569   
0601ARC6Y       20200101000670100000005000 0600003870000575   
0601ARC6Y       20200101000675100000005000 0600003940000582   
0601ARC6Y       20200101000680100000005000 0600004020000589   
0601ARC6Y       20200101000685100000005000 0600004090000595   
0601ARC6Y       20200101000690100000005000 0600004160000600   
0601ARC6Y       20200101000695100000005000 0600004230000606   
0601ARC6Y       20200101000700100000005000 0600004300000612   
0601ARC6Y       20200101000705100000005000 0600004380000619   
0601ARC6Y       20200101000710100000005000 0600004450000625   
0601ARC6Y       20200101000715100000005000 0600004520000630   
0601ARC6Y       20200101000720100000005000 0600004600000636   
0601ARC6Y       20200101000725100000005000 0600004670000641   
0601ARC6Y       20200101000730100000005000 0600004750000648   
0601ARC6Y       20200101000735100000005000 0600004820000653   
0601ARC6Y       20200101000740100000005000 0600004890000658   
0601ARC6Y       20200101000745100000005000 0600004960000664   
0601ARC6Y       20200101000750100000005000 0600005050000670   
0601ARC6Y       20200101000755100000005000 0600005120000676   
0601ARC6Y       20200101000760100000005000 0600005190000681   
0601ARC6Y       20200101000765100000005000 0600005260000685   
0601ARC6Y       20200101000770100000005000 0600005340000691   
0601ARC6Y       20200101000775100000005000 0600005420000697   
0601ARC6Y       20200101000780100000005000 0600005490000702   
0601ARC6Y       20200101000785100000005000 0600005570000707   
0601ARC6Y       20200101000790100000005000 0600005640000711   
0601ARC6Y       20200101000795100000005000 0600005710000716   
0601ARC6Y       20200101000800100000005000 0600005800000722   
0601ARC6Y       20200101000805100000005000 0600005870000727   
0601ARC6Y       20200101000810100000005000 0600005940000732   
0601ARC6Y       20200101000815100000005000 0600006020000736   
0601ARC6Y       20200101000820100000005000 0600006090000741   
0601ARC6Y       20200101000825100000005000 0600006180000747   
0601ARC6Y       20200101000830100000005000 0600006260000752   
0601ARC6Y       20200101000835100000005000 0600006340000757   
0601ARC6Y       20200101000840100000005000 0600006420000762   
0601ARC6Y       20200101000845100000005000 0600006510000768   
0601ARC6Y       20200101000850100000005000 0600006590000773   
0601ARC6Y       20200101000855100000005000 0600006670000777   
0601ARC6Y       20200101000860100000005000 0600006750000782   
0601ARC6Y       20200101000865100000005000 0600006830000787   
0601ARC6Y       20200101000870100000005000 0600006920000793   
0601ARC6Y       20200101000875100000005000 0600007000000798   
0601ARC6Y       20200101000880100000005000 0600007080000802   
0601ARC6Y       20200101000885100000005000 0600007160000806   
0601ARC6Y       20200101000890100000005000 0600007240000811   
0601ARC6Y       20200101000895100000005000 0600007330000817   
0601ARC6Y       20200101000900100000005000 0600007410000821   
0601ARC6Y       20200101000905100000005000 0600007490000826   
0601ARC6Y       20200101000910100000005000 0600007570000830   
0601ARC6Y       20200101000915100000005000 0600007660000835   
0601ARC6Y       20200101000920100000005000 0600007750000840   
0601ARC6Y       20200101000925100000005000 0600007830000844   
0601ARC6Y       20200101000930100000005000 0600007910000848   
0601ARC6Y       20200101000935100000005000 0600008000000854   
0601ARC6Y       20200101000940100000005000 0600008100000859   
0601ARC6Y       20200101000945100000005000 0600008200000866   
0601ARC6Y       20200101000950100000005000 0600008300000871   
0601ARC6Y       20200101000955100000005000 0600008390000877   
0601ARC6Y       20200101000960100000005000 0600008490000882   
0601ARC6Y       20200101000965100000005000 0600008600000889   
0601ARC6Y       20200101000970100000005000 0600008700000894   
0601ARC6Y       20200101000975100000005000 0600008790000899   
0601ARC6Y       20200101000980100000005000 0600008890000905   
0601ARC6Y       20200101000985100000005000 0600008990000910   
0601ARC6Y       20200101000990100000005000 0600009100000916   
0601ARC6Y       20200101000995100000005000 0600009190000922   
0601ARC6Y       20200101001000100000005000 0600009290000926   
0601ARC6Y       20200101001005100000005000 0600009390000932   
0601ARC6Y       20200101001010100000005000 0600009490000937   
0601ARC6Y       20200101001015100000005000 0600009600000943   
0601ARC6Y       20200101001020100000005000 0600009690000948   
0601ARC6Y       20200101001025100000005000 0600009790000953   
0601ARC6Y       20200101001030100000005000 0600009890000957   
0601ARC6Y       20200101001035100000005000 0600009990000963   
0601ARC6Y       20200101001040100000005000 0600010100000968   
0601ARC6Y       20200101001045100000005000 0600010190000973   
0601ARC6Y       20200101001050100000005000 0600010290000978   
0601ARC6Y       20200101001055100000005000 0600010390000983   
0601ARC6Y       20200101001060100000005000 0600010510000989   
0601ARC6Y       20200101001065100000005000 0600010610000994   
0601ARC6Y       20200101001070100000005000 0600010710000999   
0601ARC6Y       20200101001075100000005000 0600010820001004   
0601ARC6Y       20200101001080100000005000 0600010930001009   
0601ARC6Y       20200101001085100000005000 0600011040001015   
0601ARC6Y       20200101001090100000005000 0600011150001020   
0601ARC6Y       20200101001095100000005000 0600011250001025   
0601ARC6Y       20200101001100100000005000 0600011350001030   
0601ARC6Y       20200101001105100000005000 0600011460001035   
0601ARC6Y       20200101001110100000005000 0600011580001041   
0601ARC6Y       20200101001115100000005000 0600011690001046   
0601ARC6Y       20200101001120100000005000 0600011790001050   
0601ARC6Y       20200101001125100000005000 0600011890001055   
0601ARC6Y       20200101001130100000005000 0600012000001059   
0601ARC6Y       20200101001135100000005000 0600012110001065   
0601ARC6Y       20200101001140100000005000 0600012210001069   
0601ARC6Y       20200101001145100000005000 0600012320001073   
0601ARC6Y       20200101001150100000005000 0600012420001078   
0601ARC6Y       20200101001155100000005000 0600012530001082   
0601ARC6Y       20200101001160100000005000 0600012640001087   
0601ARC6Y       20200101001165100000005000 0600012740001092   
0601ARC6Y       20200101001170100000005000 0600012850001096   
0601ARC6Y       20200101001175100000005000 0600012960001100   
0601ARC6Y       20200101001180100000005000 0600013070001105   
0601ARC6Y       20200101001185100000005000 0600013180001110   
0601ARC6Y       20200101001190100000005000 0600013290001114   
