00VD               20191128                                                                                   
0601VDH1N       20200101009650100000050000 0100000000003865   
0601VDH1N       20200101009700100000050000 0100000000003867   
0601VDH1N       20200101009750100000050000 0100000000003868   
0601VDH1N       20200101009800100000050000 0100000000003870   
0601VDH1N       20200101009850100000050000 0100000000003872   
0601VDH1N       20200101009900100000050000 0100000000003873   
0601VDH1N       20200101009950100000050000 0100000000003875   
0601VDH1N       20200101010000100040000000 0100000000003876   
0601VDH2N       20200101000000100000370000 0200000000000000   
0601VDH2N       20200101000370100000005000 0200000000000005   
0601VDH2N       20200101000375100000005000 0200000000000008   
0601VDH2N       20200101000380100000005000 0200000000000013   
0601VDH2N       20200101000385100000005000 0200000000000016   
0601VDH2N       20200101000390100000005000 0200000000000021   
0601VDH2N       20200101000395100000005000 0200000000000028   
0601VDH2N       20200101000400100000005000 0200000000000034   
0601VDH2N       20200101000405100000005000 0200000000000042   
0601VDH2N       20200101000410100000005000 0200000000000050   
0601VDH2N       20200101000415100000005000 0200000000000058   
0601VDH2N       20200101000420100000005000 0200000000000067   
0601VDH2N       20200101000425100000005000 0200000000000079   
0601VDH2N       20200101000430100000005000 0200000000000087   
0601VDH2N       20200101000435100000005000 0200000000000097   
0601VDH2N       20200101000440100000005000 0200000000000108   
0601VDH2N       20200101000445100000005000 0200000000000120   
0601VDH2N       20200101000450100000005000 0200000000000134   
0601VDH2N       20200101000455100000005000 0200000000000144   
0601VDH2N       20200101000460100000005000 0200000000000157   
0601VDH2N       20200101000465100000005000 0200000000000167   
0601VDH2N       20200101000470100000005000 0200000000000180   
0601VDH2N       20200101000475100000005000 0200000000000190   
0601VDH2N       20200101000480100000005000 0200000000000199   
0601VDH2N       20200101000485100000005000 0200000000000213   
0601VDH2N       20200101000490100000005000 0200000000000224   
0601VDH2N       20200101000495100000005000 0200000000000240   
0601VDH2N       20200101000500100000005000 0200000000000252   
0601VDH2N       20200101000505100000005000 0200000000000262   
0601VDH2N       20200101000510100000005000 0200000000000276   
0601VDH2N       20200101000515100000005000 0200000000000286   
0601VDH2N       20200101000520100000005000 0200000000000300   
0601VDH2N       20200101000525100000005000 0200000000000311   
0601VDH2N       20200101000530100000005000 0200000000000320   
0601VDH2N       20200101000535100000005000 0200000000000336   
0601VDH2N       20200101000540100000005000 0200000000000352   
0601VDH2N       20200101000545100000005000 0200000000000363   
0601VDH2N       20200101000550100000005000 0200000000000376   
0601VDH2N       20200101000555100000005000 0200000000000387   
0601VDH2N       20200101000560100000005000 0200000000000401   
0601VDH2N       20200101000565100000005000 0200000000000411   
0601VDH2N       20200101000570100000005000 0200000000000423   
0601VDH2N       20200101000575100000005000 0200000000000433   
0601VDH2N       20200101000580100000005000 0200000000000448   
0601VDH2N       20200101000585100000005000 0200000000000460   
0601VDH2N       20200101000590100000005000 0200000000000474   
0601VDH2N       20200101000595100000005000 0200000000000485   
0601VDH2N       20200101000600100000005000 0200000000000500   
0601VDH2N       20200101000605100000005000 0200000000000511   
0601VDH2N       20200101000610100000005000 0200000000000527   
0601VDH2N       20200101000615100000005000 0200000000000539   
0601VDH2N       20200101000620100000005000 0200000000000550   
0601VDH2N       20200101000625100000005000 0200000000000564   
0601VDH2N       20200101000630100000005000 0200000000000574   
0601VDH2N       20200101000635100000005000 0200000000000586   
0601VDH2N       20200101000640100000005000 0200000000000596   
0601VDH2N       20200101000645100000005000 0200000000000608   
0601VDH2N       20200101000650100000005000 0200000000000618   
0601VDH2N       20200101000655100000005000 0200000000000629   
0601VDH2N       20200101000660100000005000 0200000000000638   
0601VDH2N       20200101000665100000005000 0200000000000650   
0601VDH2N       20200101000670100000005000 0200000000000659   
0601VDH2N       20200101000675100000005000 0200000000000670   
0601VDH2N       20200101000680100000005000 0200000000000679   
0601VDH2N       20200101000685100000005000 0200000000000690   
0601VDH2N       20200101000690100000005000 0200000000000699   
0601VDH2N       20200101000695100000005000 0200000000000708   
0601VDH2N       20200101000700100000005000 0200000000000717   
0601VDH2N       20200101000705100000005000 0200000000000730   
0601VDH2N       20200101000710100000005000 0200000000000740   
0601VDH2N       20200101000715100000005000 0200000000000751   
0601VDH2N       20200101000720100000005000 0200000000000761   
0601VDH2N       20200101000725100000005000 0200000000000774   
0601VDH2N       20200101000730100000005000 0200000000000783   
0601VDH2N       20200101000735100000005000 0200000000000793   
0601VDH2N       20200101000740100000005000 0200000000000803   
0601VDH2N       20200101000745100000005000 0200000000000816   
0601VDH2N       20200101000750100000005000 0200000000000827   
0601VDH2N       20200101000755100000005000 0200000000000836   
0601VDH2N       20200101000760100000005000 0200000000000846   
0601VDH2N       20200101000765100000005000 0200000000000854   
0601VDH2N       20200101000770100000005000 0200000000000866   
0601VDH2N       20200101000775100000005000 0200000000000874   
0601VDH2N       20200101000780100000005000 0200000000000883   
0601VDH2N       20200101000785100000005000 0200000000000891   
0601VDH2N       20200101000790100000005000 0200000000000902   
0601VDH2N       20200101000795100000005000 0200000000000909   
0601VDH2N       20200101000800100000005000 0200000000000918   
0601VDH2N       20200101000805100000005000 0200000000000926   
0601VDH2N       20200101000810100000005000 0200000000000936   
0601VDH2N       20200101000815100000005000 0200000000000943   
0601VDH2N       20200101000820100000005000 0200000000000947   
0601VDH2N       20200101000825100000005000 0200000000000950   
0601VDH2N       20200101000830100000005000 0200000000000957   
0601VDH2N       20200101000835100000005000 0200000000000963   
0601VDH2N       20200101000840100000005000 0200000000000968   
0601VDH2N       20200101000845100000005000 0200000000000972   
0601VDH2N       20200101000850100000005000 0200000000000976   
0601VDH2N       20200101000855100000005000 0200000000000982   
0601VDH2N       20200101000860100000005000 0200000000000987   
0601VDH2N       20200101000865100000005000 0200000000000992   
0601VDH2N       20200101000870100000005000 0200000000000996   
0601VDH2N       20200101000875100000005000 0200000000001000   
0601VDH2N       20200101000880100000005000 0200000000001007   
0601VDH2N       20200101000885100000005000 0200000000001011   
0601VDH2N       20200101000890100000005000 0200000000001015   
0601VDH2N       20200101000895100000005000 0200000000001020   
0601VDH2N       20200101000900100000005000 0200000000001023   
0601VDH2N       20200101000905100000005000 0200000000001028   
0601VDH2N       20200101000910100000005000 0200000000001032   
0601VDH2N       20200101000915100000005000 0200000000001037   
0601VDH2N       20200101000920100000005000 0200000000001040   
0601VDH2N       20200101000925100000005000 0200000000001044   
0601VDH2N       20200101000930100000005000 0200000000001048   
0601VDH2N       20200101000935100000005000 0200000000001052   
0601VDH2N       20200101000940100000005000 0200000000001057   
0601VDH2N       20200101000945100000005000 0200000000001060   
0601VDH2N       20200101000950100000005000 0200000000001064   
0601VDH2N       20200101000955100000005000 0200000000001068   
0601VDH2N       20200101000960100000005000 0200000000001073   
0601VDH2N       20200101000965100000005000 0200000000001077   
0601VDH2N       20200101000970100000005000 0200000000001081   
0601VDH2N       20200101000975100000005000 0200000000001085   
0601VDH2N       20200101000980100000005000 0200000000001089   
0601VDH2N       20200101000985100000005000 0200000000001092   
0601VDH2N       20200101000990100000005000 0200000000001096   
0601VDH2N       20200101000995100000005000 0200000000001101   
0601VDH2N       20200101001000100000005000 0200000000001104   
0601VDH2N       20200101001005100000005000 0200000000001109   
0601VDH2N       20200101001010100000005000 0200000000001113   
0601VDH2N       20200101001015100000005000 0200000000001120   
0601VDH2N       20200101001020100000005000 0200000000001124   
0601VDH2N       20200101001025100000005000 0200000000001129   
0601VDH2N       20200101001030100000005000 0200000000001133   
0601VDH2N       20200101001035100000005000 0200000000001137   
0601VDH2N       20200101001040100000005000 0200000000001142   
0601VDH2N       20200101001045100000005000 0200000000001147   
0601VDH2N       20200101001050100000005000 0200000000001151   
0601VDH2N       20200101001055100000005000 0200000000001155   
0601VDH2N       20200101001060100000005000 0200000000001160   
0601VDH2N       20200101001065100000005000 0200000000001164   
0601VDH2N       20200101001070100000005000 0200000000001168   
0601VDH2N       20200101001075100000005000 0200000000001174   
0601VDH2N       20200101001080100000005000 0200000000001178   
0601VDH2N       20200101001085100000005000 0200000000001182   
0601VDH2N       20200101001090100000005000 0200000000001186   
0601VDH2N       20200101001095100000005000 0200000000001191   
0601VDH2N       20200101001100100000005000 0200000000001194   
0601VDH2N       20200101001105100000005000 0200000000001201   
0601VDH2N       20200101001110100000005000 0200000000001206   
0601VDH2N       20200101001115100000005000 0200000000001209   
0601VDH2N       20200101001120100000005000 0200000000001214   
0601VDH2N       20200101001125100000005000 0200000000001219   
0601VDH2N       20200101001130100000005000 0200000000001224   
0601VDH2N       20200101001135100000005000 0200000000001227   
0601VDH2N       20200101001140100000005000 0200000000001233   
0601VDH2N       20200101001145100000005000 0200000000001238   
0601VDH2N       20200101001150100000005000 0200000000001241   
0601VDH2N       20200101001155100000005000 0200000000001247   
0601VDH2N       20200101001160100000005000 0200000000001251   
