00LU               20181210                                                                                   
0601LUH5Y       20190101002290100000005000 0500036400001588   
0601LUH5Y       20190101002295100000005000 0500036540001590   
0601LUH5Y       20190101002300100000005000 0500036690001593   
0601LUH5Y       20190101002305100000005000 0500036860001597   
0601LUH5Y       20190101002310100000005000 0500037010001600   
0601LUH5Y       20190101002315100000005000 0500037160001603   
0601LUH5Y       20190101002320100000005000 0500037330001607   
0601LUH5Y       20190101002325100000005000 0500037480001610   
0601LUH5Y       20190101002330100000005000 0500037620001613   
0601LUH5Y       20190101002335100000005000 0500037800001617   
0601LUH5Y       20190101002340100000005000 0500037940001620   
0601LUH5Y       20190101002345100000005000 0500038090001623   
0601LUH5Y       20190101002350100000005000 0500038270001627   
0601LUH5Y       20190101002355100000005000 0500038410001629   
0601LUH5Y       20190101002360100000005000 0500038560001632   
0601LUH5Y       20190101002365100000005000 0500038730001636   
0601LUH5Y       20190101002370100000005000 0500038880001639   
0601LUH5Y       20190101002375100000005000 0500039030001642   
0601LUH5Y       20190101002380100000005000 0500039200001645   
0601LUH5Y       20190101002385100000005000 0500039350001648   
0601LUH5Y       20190101002390100000005000 0500039490001651   
0601LUH5Y       20190101002395100000005000 0500039670001655   
0601LUH5Y       20190101002400100000005000 0500039810001657   
0601LUH5Y       20190101002405100000005000 0500039960001660   
0601LUH5Y       20190101002410100000005000 0500040140001664   
0601LUH5Y       20190101002415100000005000 0500040280001666   
0601LUH5Y       20190101002420100000005000 0500040430001669   
0601LUH5Y       20190101002425100000005000 0500040600001673   
0601LUH5Y       20190101002430100000005000 0500040750001675   
0601LUH5Y       20190101002435100000005000 0500040900001678   
0601LUH5Y       20190101002440100000005000 0500041070001681   
0601LUH5Y       20190101002445100000005000 0500041220001684   
0601LUH5Y       20190101002450100000005000 0500041360001686   
0601LUH5Y       20190101002455100000005000 0500041540001690   
0601LUH5Y       20190101002460100000005000 0500041690001693   
0601LUH5Y       20190101002465100000005000 0500041830001695   
0601LUH5Y       20190101002470100000005000 0500042010001699   
0601LUH5Y       20190101002475100000005000 0500042150001701   
0601LUH5Y       20190101002480100000005000 0500042300001704   
0601LUH5Y       20190101002485100000005000 0500042470001707   
0601LUH5Y       20190101002490100000005000 0500042620001710   
0601LUH5Y       20190101002495100000005000 0500042770001713   
0601LUH5Y       20190101002500100000005000 0500042940001716   
0601LUH5Y       20190101002505100000005000 0500043090001718   
0601LUH5Y       20190101002510100000005000 0500043230001721   
0601LUH5Y       20190101002515100000005000 0500043410001724   
0601LUH5Y       20190101002520100000005000 0500043560001727   
0601LUH5Y       20190101002525100000005000 0500043700001729   
0601LUH5Y       20190101002530100000005000 0500043880001733   
0601LUH5Y       20190101002535100000005000 0500044020001735   
0601LUH5Y       20190101002540100000005000 0500044170001737   
0601LUH5Y       20190101002545100000005000 0500044340001741   
0601LUH5Y       20190101002550100000005000 0500044490001743   
0601LUH5Y       20190101002555100000005000 0500044640001745   
0601LUH5Y       20190101002560100000005000 0500044810001749   
0601LUH5Y       20190101002565100000005000 0500044960001751   
0601LUH5Y       20190101002570100000005000 0500045100001753   
0601LUH5Y       20190101002575100000005000 0500045280001757   
0601LUH5Y       20190101002580100000005000 0500045430001759   
0601LUH5Y       20190101002585100000005000 0500045570001761   
0601LUH5Y       20190101002590100000005000 0500045750001765   
0601LUH5Y       20190101002595100000005000 0500045890001767   
0601LUH5Y       20190101002600100000005000 0500046040001769   
0601LUH5Y       20190101002605100000005000 0500046220001773   
0601LUH5Y       20190101002610100000005000 0500046360001775   
0601LUH5Y       20190101002615100000005000 0500046510001777   
0601LUH5Y       20190101002620100000005000 0500046680001780   
0601LUH5Y       20190101002625100000005000 0500046830001782   
0601LUH5Y       20190101002630100000005000 0500046980001785   
0601LUH5Y       20190101002635100000005000 0500047150001788   
0601LUH5Y       20190101002640100000005000 0500047300001790   
0601LUH5Y       20190101002645100000005000 0500047440001792   
0601LUH5Y       20190101002650100000005000 0500047620001795   
0601LUH5Y       20190101002655100000005000 0500047760001797   
0601LUH5Y       20190101002660100000005000 0500047910001799   
0601LUH5Y       20190101002665100000005000 0500048090001803   
0601LUH5Y       20190101002670100000005000 0500048230001805   
0601LUH5Y       20190101002675100000005000 0500048380001807   
0601LUH5Y       20190101002680100000005000 0500048550001810   
0601LUH5Y       20190101002685100000005000 0500048700001812   
0601LUH5Y       20190101002690100000005000 0500048850001814   
0601LUH5Y       20190101002695100000005000 0500049020001817   
0601LUH5Y       20190101002700100000005000 0500049170001819   
0601LUH5Y       20190101002705100000005000 0500049310001821   
0601LUH5Y       20190101002710100000005000 0500049490001825   
0601LUH5Y       20190101002715100000005000 0500049630001826   
0601LUH5Y       20190101002720100000005000 0500049780001828   
0601LUH5Y       20190101002725100000005000 0500049960001832   
0601LUH5Y       20190101002730100000005000 0500050100001833   
0601LUH5Y       20190101002735100000005000 0500050250001836   
0601LUH5Y       20190101002740100000005000 0500050420001838   
0601LUH5Y       20190101002745100000005000 0500050570001841   
0601LUH5Y       20190101002750100000005000 0500050720001843   
0601LUH5Y       20190101002755100000005000 0500050890001846   
0601LUH5Y       20190101002760100000005000 0500051040001848   
0601LUH5Y       20190101002765100000005000 0500051180001849   
0601LUH5Y       20190101002770100000005000 0500051360001852   
0601LUH5Y       20190101002775100000005000 0500051510001855   
0601LUH5Y       20190101002780100000005000 0500051650001856   
0601LUH5Y       20190101002785100000005000 0500051830001859   
0601LUH5Y       20190101002790100000005000 0500051970001861   
0601LUH5Y       20190101002795100000005000 0500052120001863   
0601LUH5Y       20190101002800100000005000 0500052290001866   
0601LUH5Y       20190101002805100000005000 0500052440001868   
0601LUH5Y       20190101002810100000005000 0500052590001870   
0601LUH5Y       20190101002815100000005000 0500052760001873   
0601LUH5Y       20190101002820100000005000 0500052910001875   
0601LUH5Y       20190101002825100000005000 0500053050001876   
0601LUH5Y       20190101002830100000005000 0500053230001879   
0601LUH5Y       20190101002835100000005000 0500053380001881   
0601LUH5Y       20190101002840100000005000 0500053520001883   
0601LUH5Y       20190101002845100000005000 0500053700001886   
0601LUH5Y       20190101002850100000005000 0500053840001887   
0601LUH5Y       20190101002855100000005000 0500053990001889   
0601LUH5Y       20190101002860100000005000 0500054170001892   
0601LUH5Y       20190101002865100000005000 0500054310001894   
0601LUH5Y       20190101002870100000005000 0500054460001896   
0601LUH5Y       20190101002875100000005000 0500054630001899   
0601LUH5Y       20190101002880100000005000 0500054780001900   
0601LUH5Y       20190101002885100000005000 0500054920001902   
0601LUH5Y       20190101002890100000005000 0500055100001905   
0601LUH5Y       20190101002895100000005000 0500055250001907   
0601LUH5Y       20190101002900100000005000 0500055390001908   
0601LUH5Y       20190101002905100000005000 0500055570001911   
0601LUH5Y       20190101002910100000005000 0500055710001913   
0601LUH5Y       20190101002915100000005000 0500055860001915   
0601LUH5Y       20190101002920100000005000 0500056040001918   
0601LUH5Y       20190101002925100000005000 0500056180001919   
0601LUH5Y       20190101002930100000005000 0500056330001921   
0601LUH5Y       20190101002935100000005000 0500056500001923   
0601LUH5Y       20190101002940100000005000 0500056650001925   
0601LUH5Y       20190101002945100000005000 0500056800001927   
0601LUH5Y       20190101002950100000005000 0500056970001930   
0601LUH5Y       20190101002955100000005000 0500057120001931   
0601LUH5Y       20190101002960100000005000 0500057260001933   
0601LUH5Y       20190101002965100000005000 0500057440001936   
0601LUH5Y       20190101002970100000005000 0500057580001937   
0601LUH5Y       20190101002975100000005000 0500057730001939   
0601LUH5Y       20190101002980100000005000 0500057910001942   
0601LUH5Y       20190101002985100000005000 0500058050001943   
0601LUH5Y       20190101002990100000005000 0500058200001945   
0601LUH5Y       20190101002995100000005000 0500058340001946   
0601LUH5Y       20190101003000100000005000 0500058520001949   
0601LUH5Y       20190101003005100000005000 0500058670001951   
0601LUH5Y       20190101003010100000005000 0500058810001952   
0601LUH5Y       20190101003015100000005000 0500058990001955   
0601LUH5Y       20190101003020100000005000 0500059130001956   
0601LUH5Y       20190101003025100000005000 0500059280001958   
0601LUH5Y       20190101003030100000005000 0500059460001961   
0601LUH5Y       20190101003035100000005000 0500059600001962   
0601LUH5Y       20190101003040100000005000 0500059750001964   
0601LUH5Y       20190101003045100000005000 0500059920001966   
0601LUH5Y       20190101003050100000005000 0500060070001968   
0601LUH5Y       20190101003055100000005000 0500060210001969   
0601LUH5Y       20190101003060100000005000 0500060390001972   
0601LUH5Y       20190101003065100000005000 0500060540001974   
0601LUH5Y       20190101003070100000005000 0500060680001975   
0601LUH5Y       20190101003075100000005000 0500060860001978   
0601LUH5Y       20190101003080100000005000 0500061000001979   
0601LUH5Y       20190101003085100000005000 0500061150001981   
0601LUH5Y       20190101003090100000005000 0500061330001983   
0601LUH5Y       20190101003095100000005000 0500061470001985   
0601LUH5Y       20190101003100100000005000 0500061620001986   
0601LUH5Y       20190101003105100000005000 0500061790001988   
0601LUH5Y       20190101003110100000005000 0500061940001990   
0601LUH5Y       20190101003115100000005000 0500062090001992   
0601LUH5Y       20190101003120100000005000 0500062260001994   
0601LUH5Y       20190101003125100000005000 0500062410001996   
0601LUH5Y       20190101003130100000005000 0500062550001997   
0601LUH5Y       20190101003135100000005000 0500062730001999   
0601LUH5Y       20190101003140100000005000 0500062870002001   
0601LUH5Y       20190101003145100000005000 0500063020002002   
0601LUH5Y       20190101003150100000005000 0500063200002005   
0601LUH5Y       20190101003155100000005000 0500063340002006   
0601LUH5Y       20190101003160100000005000 0500063490002008   
0601LUH5Y       20190101003165100000005000 0500063660002010   
0601LUH5Y       20190101003170100000005000 0500063810002011   
0601LUH5Y       20190101003175100000005000 0500063960002013   
0601LUH5Y       20190101003180100000005000 0500064130002015   
0601LUH5Y       20190101003185100000005000 0500064280002017   
0601LUH5Y       20190101003190100000005000 0500064420002018   
0601LUH5Y       20190101003195100000005000 0500064600002020   
0601LUH5Y       20190101003200100000005000 0500064750002022   
0601LUH5Y       20190101003205100000005000 0500064890002023   
0601LUH5Y       20190101003210100000005000 0500065070002026   
0601LUH5Y       20190101003215100000005000 0500065210002027   
