00ZH               20200120                                                                                   
0601ZHB8Y       20140101000290100000005000 0800000000000014   
0601ZHB8Y       20140101000295100000005000 0800000000000013   
0601ZHB8Y       20140101000300100000005000 0800000000000013   
0601ZHB8Y       20140101000305100000005000 0800000000000013   
0601ZHB8Y       20140101000310100000005000 0800000000000013   
0601ZHB8Y       20140101000315100000005000 0800000000000013   
0601ZHB8Y       20140101000320100000005000 0800000000000012   
0601ZHB8Y       20140101000325100000005000 0800000000000012   
0601ZHB8Y       20140101000330100000005000 0800000000000012   
0601ZHB8Y       20140101000335100000005000 0800000000000012   
0601ZHB8Y       20140101000340100000005000 0800000000000012   
0601ZHB8Y       20140101000345100000005000 0800000000000012   
0601ZHB8Y       20140101000350100000005000 0800000000000011   
0601ZHB8Y       20140101000355100000005000 0800000000000011   
0601ZHB8Y       20140101000360100000005000 0800000000000011   
0601ZHB8Y       20140101000365100000005000 0800000000000011   
0601ZHB8Y       20140101000370100000005000 0800000000000011   
0601ZHB8Y       20140101000375100000005000 0800000000000011   
0601ZHB8Y       20140101000380100000005000 0800000000000010   
0601ZHB8Y       20140101000385100000005000 0800000000000010   
0601ZHB8Y       20140101000390100000005000 0800000000000010   
0601ZHB8Y       20140101000395100000005000 0800000000000010   
0601ZHB8Y       20140101000400100000005000 0800000000000010   
0601ZHB8Y       20140101000405100000005000 0800000000000010   
0601ZHB8Y       20140101000410100000005000 0800000000000010   
0601ZHB8Y       20140101000415100000005000 0800000000000010   
0601ZHB8Y       20140101000420100000005000 0800000000000009   
0601ZHB8Y       20140101000425100000005000 0800000000000009   
0601ZHB8Y       20140101000430100000005000 0800000000000009   
0601ZHB8Y       20140101000435100000005000 0800000000000009   
0601ZHB8Y       20140101000440100000005000 0800000000000009   
0601ZHB8Y       20140101000445100000005000 0800000000000009   
0601ZHB8Y       20140101000450100000005000 0800000000000009   
0601ZHB8Y       20140101000455100000005000 0800000000000009   
0601ZHB8Y       20140101000460100000005000 0800000000000009   
0601ZHB8Y       20140101000465100000005000 0800000000000009   
0601ZHB8Y       20140101000470100000005000 0800000000000008   
0601ZHB8Y       20140101000475100000005000 0800000000000008   
0601ZHB8Y       20140101000480100000005000 0800000000000008   
0601ZHB8Y       20140101000485100000005000 0800000000000008   
0601ZHB8Y       20140101000490100000005000 0800000000000008   
0601ZHB8Y       20140101000495100000005000 0800000000000008   
0601ZHB8Y       20140101000500100000005000 0800000000000008   
0601ZHB8Y       20140101000505100000005000 0800000000000008   
0601ZHB8Y       20140101000510100000005000 0800000000000008   
0601ZHB8Y       20140101000515100000005000 0800000000000008   
0601ZHB8Y       20140101000520100000005000 0800000000000008   
0601ZHB8Y       20140101000525100000005000 0800000000000008   
0601ZHB8Y       20140101000530100000005000 0800000000000008   
0601ZHB8Y       20140101000535100000005000 0800000000000007   
0601ZHB8Y       20140101000540100000005000 0800000000000007   
0601ZHB8Y       20140101000545100000005000 0800000000000007   
0601ZHB8Y       20140101000550100000005000 0800000000000007   
0601ZHB8Y       20140101000555100000005000 0800000000000007   
0601ZHB8Y       20140101000560100000005000 0800000000000007   
0601ZHB8Y       20140101000565100000005000 0800000000000007   
0601ZHB8Y       20140101000570100000005000 0800000000000007   
0601ZHB8Y       20140101000575100000005000 0800000000000007   
0601ZHB8Y       20140101000580100000005000 0800000000000007   
0601ZHB8Y       20140101000585100000005000 0800000000000007   
0601ZHB8Y       20140101000590100000005000 0800000000000007   
0601ZHB8Y       20140101000595100000005000 0800000000000007   
0601ZHB8Y       20140101000600100000005000 0800000000000007   
0601ZHB8Y       20140101000605100000005000 0800000000000007   
0601ZHB8Y       20140101000610100000005000 0800000000000007   
0601ZHB8Y       20140101000615100000005000 0800000000000006   
0601ZHB8Y       20140101000620100000005000 0800000000000006   
0601ZHB8Y       20140101000625100000005000 0800000000000006   
0601ZHB8Y       20140101000630100000005000 0800000000000006   
0601ZHB8Y       20140101000635100000005000 0800000000000006   
0601ZHB8Y       20140101000640100000005000 0800000000000006   
0601ZHB8Y       20140101000645100000005000 0800000000000006   
0601ZHB8Y       20140101000650100000005000 0800000000000006   
0601ZHB8Y       20140101000655100000005000 0800000000000006   
0601ZHB8Y       20140101000660100000005000 0800000000000006   
0601ZHB8Y       20140101000665100000005000 0800000000000006   
0601ZHB8Y       20140101000670100000005000 0800000000000006   
0601ZHB8Y       20140101000675100000005000 0800000000000006   
0601ZHB8Y       20140101000680100000005000 0800000000000006   
0601ZHB8Y       20140101000685100000005000 0800000000000006   
0601ZHB8Y       20140101000690100000005000 0800000000000006   
0601ZHB8Y       20140101000695100000005000 0800000000000006   
0601ZHB8Y       20140101000700100000005000 0800000000000006   
0601ZHB8Y       20140101000705100000005000 0800000000000006   
0601ZHB8Y       20140101000710100000005000 0800000000000006   
0601ZHB8Y       20140101000715100000005000 0800000000000006   
0601ZHB8Y       20140101000720100000005000 0800000000000006   
0601ZHB8Y       20140101000725100000005000 0800000000000005   
0601ZHB8Y       20140101000730100000005000 0800000000000005   
0601ZHB8Y       20140101000735100000005000 0800000000000005   
0601ZHB8Y       20140101000740100000005000 0800000000000005   
0601ZHB8Y       20140101000745100000005000 0800000000000005   
0601ZHB8Y       20140101000750100000005000 0800000000000005   
0601ZHB8Y       20140101000755100000005000 0800000000000005   
0601ZHB8Y       20140101000760100000005000 0800000000000005   
0601ZHB8Y       20140101000765100000005000 0800000000000005   
0601ZHB8Y       20140101000770100000005000 0800000000000005   
0601ZHB8Y       20140101000775100000005000 0800000000000005   
0601ZHB8Y       20140101000780100000005000 0800000000000005   
0601ZHB8Y       20140101000785100000005000 0800000000000005   
0601ZHB8Y       20140101000790100000005000 0800000000000005   
0601ZHB8Y       20140101000795100000005000 0800000000000005   
0601ZHB8Y       20140101000800100000005000 0800000000000005   
0601ZHB8Y       20140101000805100000005000 0800000000000005   
0601ZHB8Y       20140101000810100000005000 0800000000000005   
0601ZHB8Y       20140101000815100000005000 0800000000000005   
0601ZHB8Y       20140101000820100000005000 0800000000000005   
0601ZHB8Y       20140101000825100000005000 0800000000000005   
0601ZHB8Y       20140101000830100000005000 0800000000000005   
0601ZHB8Y       20140101000835100000005000 0800000000000005   
0601ZHB8Y       20140101000840100000005000 0800000000000005   
0601ZHB8Y       20140101000845100000005000 0800000000000005   
0601ZHB8Y       20140101000850100000005000 0800000000000005   
0601ZHB8Y       20140101000855100000005000 0800000000000005   
0601ZHB8Y       20140101000860100000005000 0800000000000005   
0601ZHB8Y       20140101000865100000005000 0800000000000005   
0601ZHB8Y       20140101000870100000005000 0800000000000005   
0601ZHB8Y       20140101000875100000005000 0800000000000005   
0601ZHB8Y       20140101000880100000005000 0800000000000005   
0601ZHB8Y       20140101000885100000005000 0800000000000005   
0601ZHB8Y       20140101000890100000005000 0800000000000004   
0601ZHB8Y       20140101000895100000005000 0800000000000004   
0601ZHB8Y       20140101000900100000005000 0800000000000004   
0601ZHB8Y       20140101000905100000005000 0800000000000004   
0601ZHB8Y       20140101000910100000005000 0800000000000004   
0601ZHB8Y       20140101000915100000005000 0800000000000004   
0601ZHB8Y       20140101000920100000005000 0800000000000004   
0601ZHB8Y       20140101000925100000005000 0800000000000004   
0601ZHB8Y       20140101000930100000005000 0800000000000004   
0601ZHB8Y       20140101000935100000005000 0800000000000004   
0601ZHB8Y       20140101000940100000005000 0800000000000004   
0601ZHB8Y       20140101000945100000005000 0800000000000004   
0601ZHB8Y       20140101000950100000005000 0800000000000004   
0601ZHB8Y       20140101000955100000005000 0800000000000004   
0601ZHB8Y       20140101000960100000005000 0800000000000004   
0601ZHB8Y       20140101000965100000005000 0800000000000004   
0601ZHB8Y       20140101000970100000005000 0800000000000004   
0601ZHB8Y       20140101000975100000005000 0800000000000004   
0601ZHB8Y       20140101000980100000005000 0800000000000004   
0601ZHB8Y       20140101000985100000005000 0800000000000004   
0601ZHB8Y       20140101000990100000005000 0800000000000004   
0601ZHB8Y       20140101000995100000005000 0800000000000004   
0601ZHB8Y       20140101001000100000005000 0800000000000004   
0601ZHB8Y       20140101001005100000005000 0800000000000004   
0601ZHB8Y       20140101001010100000005000 0800000000000004   
0601ZHB8Y       20140101001015100000005000 0800000000000004   
0601ZHB8Y       20140101001020100000005000 0800000000000004   
0601ZHB8Y       20140101001025100000005000 0800000000000004   
0601ZHB8Y       20140101001030100000005000 0800000000000004   
0601ZHB8Y       20140101001035100000005000 0800000000000004   
0601ZHB8Y       20140101001040100000005000 0800000000000004   
0601ZHB8Y       20140101001045100000005000 0800000000000004   
0601ZHB8Y       20140101001050100000005000 0800000000000004   
0601ZHB8Y       20140101001055100000005000 0800000000000004   
0601ZHB8Y       20140101001060100000005000 0800000000000004   
0601ZHB8Y       20140101001065100000005000 0800000000000004   
0601ZHB8Y       20140101001070100000005000 0800000000000004   
0601ZHB8Y       20140101001075100000005000 0800000000000004   
0601ZHB8Y       20140101001080100000005000 0800000000000004   
0601ZHB8Y       20140101001085100000005000 0800000000000004   
0601ZHB8Y       20140101001090100000005000 0800000000000004   
0601ZHB8Y       20140101001095100000005000 0800000000000004   
0601ZHB8Y       20140101001100100000005000 0800000000000004   
0601ZHB8Y       20140101001105100000005000 0800000000000005   
0601ZHB8Y       20140101001110100000005000 0800000000000007   
0601ZHB8Y       20140101001115100000005000 0800000000000009   
0601ZHB8Y       20140101001120100000005000 0800000000000011   
0601ZHB8Y       20140101001125100000005000 0800000000000012   
0601ZHB8Y       20140101001130100000005000 0800000000000014   
0601ZHB8Y       20140101001135100000005000 0800000000000015   
0601ZHB8Y       20140101001140100000005000 0800000000000017   
0601ZHB8Y       20140101001145100000005000 0800000000000018   
0601ZHB8Y       20140101001150100000005000 0800000000000020   
0601ZHB8Y       20140101001155100000005000 0800000000000022   
0601ZHB8Y       20140101001160100000005000 0800000000000023   
0601ZHB8Y       20140101001165100000005000 0800000000000026   
0601ZHB8Y       20140101001170100000005000 0800000000000028   
0601ZHB8Y       20140101001175100000005000 0800000000000031   
0601ZHB8Y       20140101001180100000005000 0800000000000033   
0601ZHB8Y       20140101001185100000005000 0800000000000035   
0601ZHB8Y       20140101001190100000005000 0800000000000038   
0601ZHB8Y       20140101001195100000005000 0800000000000039   
0601ZHB8Y       20140101001200100000005000 0800000000000042   
0601ZHB8Y       20140101001205100000005000 0800000000000044   
0601ZHB8Y       20140101001210100000005000 0800000000000046   
0601ZHB8Y       20140101001215100000005000 0800000000000048   
0601ZHB8Y       20140101001220100000005000 0800000000000050   
0601ZHB8Y       20140101001225100000005000 0800000000000052   
0601ZHB8Y       20140101001230100000005000 0800000000000054   
0601ZHB8Y       20140101001235100000005000 0800000000000057   
0601ZHB8Y       20140101001240100000005000 0800000000000060   
0601ZHB8Y       20140101001245100000005000 0800000000000063   
0601ZHB8Y       20140101001250100000005000 0800000000000065   
0601ZHB8Y       20140101001255100000005000 0800000000000068   
0601ZHB8Y       20140101001260100000005000 0800000000000071   
0601ZHB8Y       20140101001265100000005000 0800000000000073   
0601ZHB8Y       20140101001270100000005000 0800000000000076   
0601ZHB8Y       20140101001275100000005000 0800000000000079   
0601ZHB8Y       20140101001280100000005000 0800000000000082   
0601ZHB8Y       20140101001285100000005000 0800000000000085   
0601ZHB8Y       20140101001290100000005000 0800000000000087   
0601ZHB8Y       20140101001295100000005000 0800000000000089   
0601ZHB8Y       20140101001300100000005000 0800000000000092   
0601ZHB8Y       20140101001305100000005000 0800000000000095   
0601ZHB8Y       20140101001310100000005000 0800000000000097   
